customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-103054,Reed LLC,Logistics,Starter,291571,278,71.3,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-103055,Cohen-White,Logistics,Enterprise,20722,78,63.2,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103056,Ford-Garrett,Education,Professional,221323,88,73.0,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103057,Jones Inc,Technology,Starter,181697,158,65.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103058,"Day, Sanchez and Martinez",Manufacturing,Enterprise,182996,140,68.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103059,Roberts PLC,Logistics,Professional,244960,70,62.9,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103060,"Howard, Watkins and Williams",Logistics,Professional,152570,74,57.8,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103061,"Baker, Hunter and Collins",Healthcare,Professional,171652,294,69.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103062,Hess Group,Education,Enterprise,14017,235,61.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103063,"Rodriguez, Roberts and Johnson",Logistics,Enterprise,196519,293,62.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103064,"Salas, Thomas and Ford",Education,Enterprise,113471,155,51.7,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103065,"Wilkinson, Cummings and Estrada",Education,Enterprise,252299,176,66.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103066,Medina Ltd,Education,Enterprise,165599,15,66.9,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103067,Anderson-Santiago,Logistics,Enterprise,99380,264,65.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103068,Oconnell-Wheeler,Healthcare,Starter,101601,84,63.6,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103069,Wong-Dennis,Financial Services,Enterprise,221827,309,71.1,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-103070,"Stewart, Martinez and Franklin",Financial Services,Professional,292306,267,64.6,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103071,"Cervantes, Miller and Levine",Education,Enterprise,294918,98,59.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103072,Rogers Ltd,Financial Services,Enterprise,264951,277,64.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103073,Soto-Williams,Education,Professional,67567,213,76.4,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103074,"Hoffman, Allen and Moses",Financial Services,Starter,246397,25,81.0,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103075,Carr and Sons,Logistics,Professional,216670,53,63.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103076,"Shepherd, Duncan and Ellison",Healthcare,Professional,118590,199,53.0,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103077,"Campos, Simpson and Ward",Technology,Enterprise,112444,341,58.9,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103078,"Travis, Williams and Smith",Education,Professional,39150,10,57.0,Watch,Low feature adoption; Negative NPS; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103079,"Nicholson, Rosales and Avila",Logistics,Starter,229288,16,56.8,Watch,Low feature adoption; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103080,Carey Inc,Logistics,Starter,207224,25,59.3,Watch,Low feature adoption; Negative NPS; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103081,Sharp Group,Manufacturing,Enterprise,144154,305,68.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-103082,"Richardson, Wilson and Powell",Technology,Enterprise,191801,206,71.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103083,Diaz-Miller,Technology,Starter,32247,65,68.4,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103084,Smith Inc,Technology,Starter,240688,162,56.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103085,Moore Group,Healthcare,Enterprise,106791,5,64.9,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103086,"Sparks, Mcmillan and Johnson",Financial Services,Professional,27413,158,71.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103087,"Acosta, Flores and Brown",Logistics,Professional,163295,191,62.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103088,"Gonzalez, Carr and Kane",Healthcare,Starter,101507,274,82.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103089,Miller and Sons,Manufacturing,Professional,54905,171,52.7,Watch,Low active usage; Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103090,Hill and Sons,Healthcare,Enterprise,41547,128,56.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103091,Hawkins-Robbins,Healthcare,Enterprise,59922,242,68.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103092,"Williams, Smith and Huffman",Technology,Starter,254910,218,60.5,Watch,High support volume; Negative NPS; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-103093,"Garcia, Taylor and Harvey",Education,Professional,193668,365,64.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103094,"Turner, Reynolds and Daniels",Education,Enterprise,106867,157,62.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103095,Thomas Inc,Healthcare,Professional,175907,60,56.4,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103096,"Garcia, Mason and Richardson",Technology,Starter,56057,29,76.9,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103097,Sandoval-Vega,Education,Starter,173750,133,61.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103098,"Wilson, Moore and Walker",Financial Services,Enterprise,132754,110,80.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103099,"Martin, Fowler and Parker",Logistics,Enterprise,289308,152,59.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103100,"Peterson, Jones and Brock",Education,Professional,198859,360,61.9,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103101,Jones-Johnson,Education,Starter,163721,19,64.4,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103102,"Dorsey, Ibarra and Neal",Healthcare,Enterprise,114359,112,57.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103103,"Guerra, Rice and Farmer",Manufacturing,Enterprise,117402,267,64.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103104,"Serrano, Smith and Pugh",Education,Professional,31626,260,70.9,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103105,"Mcmillan, Barnes and Fowler",Technology,Enterprise,103272,244,56.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103106,Ryan LLC,Logistics,Starter,177659,161,68.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-103107,Briggs and Sons,Logistics,Starter,183292,168,51.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103108,"Bates, Ford and Davis",Education,Starter,280374,183,60.5,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-103109,"Lowe, Harvey and Novak",Technology,Professional,158389,45,67.0,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103110,"Walls, Lewis and Mejia",Education,Professional,97241,302,50.9,Watch,High support volume; Negative NPS,Review support history and escalate recurring issues,2026-06-27
CUST-103111,Nguyen LLC,Manufacturing,Enterprise,219646,310,58.7,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103112,"Meyer, Carr and Gardner",Financial Services,Professional,237449,27,63.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103113,Gordon-Horn,Healthcare,Starter,31362,273,62.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103114,"David, Pratt and Campbell",Education,Starter,20892,351,74.9,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103115,Richardson-Brown,Education,Enterprise,56556,210,70.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103116,"Allen, Dickson and Jennings",Technology,Professional,166564,264,61.8,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103117,Dixon-Simon,Technology,Starter,206359,288,83.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103118,Ochoa-Turner,Education,Starter,194729,266,49.6,At Risk,High support volume; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103119,Nelson-Perez,Healthcare,Professional,87213,299,76.7,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103120,Baker-Johnson,Financial Services,Enterprise,84172,277,64.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103121,Reed Inc,Technology,Starter,54965,169,61.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103122,Petersen Inc,Financial Services,Starter,149726,137,62.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103123,Arias-King,Education,Professional,95821,268,70.9,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103124,Williams-Wang,Manufacturing,Enterprise,27563,258,63.5,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103125,Bennett and Sons,Education,Starter,54947,313,76.9,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103126,Black-Hardin,Education,Starter,188454,12,69.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103127,"Brown, Johnson and Griffin",Technology,Professional,67242,296,61.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103128,Green-Nguyen,Technology,Enterprise,234940,107,65.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103129,Stephens Group,Logistics,Enterprise,176144,276,53.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103130,Cox and Sons,Logistics,Professional,18233,100,57.9,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103131,Hoffman-Hendricks,Healthcare,Enterprise,75720,124,71.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103132,"Clark, Smith and Garcia",Manufacturing,Enterprise,291255,243,55.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103133,Odonnell Inc,Manufacturing,Enterprise,75576,219,69.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103134,"Rodriguez, Warren and Mason",Healthcare,Enterprise,292500,63,56.3,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103135,Williams Ltd,Financial Services,Starter,83108,237,63.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103136,"Serrano, Green and Foster",Technology,Starter,290360,195,72.1,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103137,"Leon, Sutton and Wood",Logistics,Professional,125787,261,81.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103138,Le-Shannon,Manufacturing,Enterprise,197194,31,50.9,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103139,Lee PLC,Technology,Starter,180693,188,67.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-103140,Allen-Nguyen,Technology,Professional,187275,123,64.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103141,Duran Group,Healthcare,Starter,193779,195,66.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-103142,Huffman LLC,Education,Starter,82267,242,64.3,Watch,Negative NPS,Monitor,2026-06-27
CUST-103143,Aguilar-Colon,Education,Enterprise,95051,216,76.0,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103144,"Roberts, Smith and Garcia",Manufacturing,Professional,191891,91,54.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103145,"Stephens, Cook and Wood",Logistics,Enterprise,48012,212,67.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103146,"Simmons, Ayala and Robertson",Financial Services,Enterprise,254130,105,73.9,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103147,"Porter, Morales and Mercado",Healthcare,Professional,151251,64,58.2,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103148,Nelson LLC,Manufacturing,Starter,269118,136,73.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103149,Wilson-Matthews,Education,Starter,82422,135,60.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103150,Miller PLC,Education,Enterprise,72848,118,65.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103151,Gibson-Oliver,Education,Professional,23328,295,66.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103152,"Hill, Adams and Smith",Logistics,Enterprise,148381,311,68.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103153,Lopez Group,Manufacturing,Enterprise,103069,275,74.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103154,Cox and Sons,Financial Services,Professional,153359,58,67.5,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103155,Mercado and Sons,Manufacturing,Professional,249856,64,58.7,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103156,"Figueroa, Kelly and Cherry",Education,Enterprise,234727,62,53.6,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103157,"Cooke, Lee and White",Logistics,Starter,154076,104,55.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103158,Miller Group,Manufacturing,Enterprise,270692,241,61.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103159,"King, Porter and Evans",Logistics,Starter,128625,110,56.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103160,Pollard and Sons,Financial Services,Starter,19300,120,66.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103161,Rivera LLC,Financial Services,Starter,71096,263,63.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103162,"Fuentes, Cox and Olson",Education,Starter,109669,203,67.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103163,Johnson Inc,Healthcare,Enterprise,149345,88,77.3,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103164,Rodriguez-Snyder,Logistics,Enterprise,30271,183,78.3,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103165,Silva Group,Healthcare,Starter,158537,29,62.9,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103166,Welch-Cook,Manufacturing,Professional,124769,191,59.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103167,"Moore, Mccann and Christian",Logistics,Enterprise,265084,159,66.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103168,Weeks-Davis,Education,Professional,157252,15,70.6,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103169,"Williams, Mendoza and Anderson",Financial Services,Enterprise,216354,209,53.0,Watch,Low feature adoption; High support volume; Negative NPS,Schedule product enablement session,2026-06-27
CUST-103170,Rivera Ltd,Financial Services,Starter,272051,95,46.5,At Risk,High support volume; Negative NPS,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103171,"Rodriguez, Curtis and Moore",Healthcare,Starter,231789,274,65.6,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103172,Thompson Inc,Technology,Enterprise,172158,221,70.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103173,"Richardson, Wells and Johnson",Healthcare,Starter,260979,280,53.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103174,Torres Inc,Healthcare,Starter,91401,305,76.1,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103175,Roberts-Colon,Logistics,Starter,229110,36,67.7,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103176,Dunn-Hamilton,Healthcare,Professional,28345,239,70.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103177,Lane-Cruz,Technology,Starter,62216,70,71.2,Healthy,Low feature adoption; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103178,Wilson-Graham,Manufacturing,Enterprise,253903,237,62.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103179,Green and Sons,Manufacturing,Starter,248700,48,55.7,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103180,"Wilkerson, Morales and Barton",Logistics,Enterprise,33630,242,54.0,Watch,High support volume; Negative NPS; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-103181,Jackson Group,Manufacturing,Starter,86729,13,79.9,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103182,"Brady, Miller and Moore",Logistics,Professional,158448,58,58.4,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103183,Berry PLC,Technology,Starter,47862,233,72.4,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103184,"Harris, Soto and Sanchez",Manufacturing,Professional,87864,151,71.3,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103185,Peterson PLC,Manufacturing,Starter,201029,332,60.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-103186,Foster-Wilson,Education,Professional,124550,43,58.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103187,Haas and Sons,Financial Services,Enterprise,154395,229,76.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103188,"Dixon, Rodriguez and Brandt",Manufacturing,Enterprise,23850,94,66.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103189,"Carter, Cook and Williams",Manufacturing,Starter,61478,241,62.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103190,Garcia and Sons,Logistics,Enterprise,169342,13,72.1,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103191,Baker-Stevens,Education,Enterprise,200266,180,60.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103192,Meyers and Sons,Education,Enterprise,67732,57,56.1,Watch,Low feature adoption; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103193,"Simmons, Watts and Rodriguez",Education,Professional,237374,360,71.8,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103194,Nunez Inc,Education,Professional,263117,264,66.1,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103195,"Dudley, Massey and Adams",Healthcare,Starter,210898,257,62.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103196,Brown-Stevens,Education,Enterprise,24391,119,58.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103197,Bennett Ltd,Education,Starter,69428,252,73.5,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103198,"Petersen, Ortega and Andrade",Financial Services,Starter,241209,26,59.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103199,Perry Ltd,Manufacturing,Professional,79034,118,79.9,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103200,Jordan-Hughes,Healthcare,Enterprise,247430,81,72.8,Healthy,Negative NPS; No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103201,Martin-Lewis,Technology,Starter,155823,76,67.0,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103202,Butler and Sons,Manufacturing,Enterprise,99293,252,59.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103203,Chambers-Davis,Financial Services,Professional,19625,1,53.2,Watch,High support volume; Negative NPS; No recent CSM touch; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-103204,"Price, Velasquez and Dorsey",Healthcare,Starter,43960,281,71.3,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103205,Gallagher-Boyd,Technology,Starter,223448,304,69.2,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103206,Wang-Dixon,Education,Enterprise,285202,47,75.4,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103207,Jackson-Floyd,Healthcare,Enterprise,13389,48,38.3,At Risk,Low feature adoption; High support volume; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
CUST-103208,"Williams, Love and Barnes",Manufacturing,Enterprise,135258,254,61.5,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103209,Turner-Morales,Technology,Starter,35451,278,67.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103210,Gonzalez Inc,Education,Professional,55096,246,55.0,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103211,"Hansen, Tucker and Rocha",Education,Enterprise,24088,264,73.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103212,Hahn-Phillips,Healthcare,Enterprise,74254,126,68.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103213,"Page, Chambers and Webb",Financial Services,Starter,56649,340,59.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103214,Jones LLC,Financial Services,Enterprise,147862,73,52.5,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103215,Espinoza-Andrews,Manufacturing,Enterprise,21526,134,71.4,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-103216,Brown-Alexander,Manufacturing,Professional,202326,123,56.7,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103217,Garza-Miller,Technology,Enterprise,180638,311,61.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103218,Cooper Group,Technology,Professional,224033,76,66.4,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103219,Joyce-James,Financial Services,Enterprise,84324,9,59.4,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103220,"Thompson, Moore and Navarro",Manufacturing,Starter,277811,335,55.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103221,"Lee, Oliver and Marks",Technology,Starter,90271,18,64.0,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103222,Burke-Bryant,Logistics,Professional,149405,70,61.4,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103223,"Powell, Hernandez and Rocha",Technology,Professional,113005,82,72.6,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103224,Garza-Roberts,Healthcare,Professional,21120,45,72.5,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103225,"Bishop, Garcia and Chen",Healthcare,Enterprise,186071,60,64.1,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103226,Clark-Callahan,Logistics,Professional,104636,178,66.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103227,Peterson-Davis,Healthcare,Professional,28623,309,72.3,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103228,Walker-Farrell,Healthcare,Starter,226118,44,63.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103229,Marshall-Hudson,Healthcare,Starter,57437,90,71.3,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103230,Walton-Weiss,Healthcare,Starter,195945,16,76.2,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103231,Smith-Willis,Logistics,Professional,272968,223,61.0,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103232,Goodman PLC,Logistics,Starter,212191,157,53.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103233,"Roberts, Forbes and Hernandez",Manufacturing,Enterprise,231656,154,83.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103234,Jarvis-Davis,Financial Services,Starter,58196,4,49.2,At Risk,Low active usage; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
CUST-103235,"Smith, Williams and Shaffer",Technology,Starter,174071,133,57.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103236,Elliott Inc,Technology,Enterprise,269514,87,74.6,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103237,Walker-Herrera,Technology,Enterprise,78174,94,70.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103238,Jackson-Mitchell,Logistics,Professional,231312,180,56.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103239,Wilson-Wagner,Financial Services,Starter,80168,319,54.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103240,"Porter, Simpson and Moreno",Technology,Enterprise,298144,139,80.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103241,Myers Inc,Logistics,Starter,54215,297,72.6,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103242,Lewis-Rivera,Technology,Starter,31136,262,66.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103243,"Reilly, Miller and Hoover",Manufacturing,Starter,88322,161,50.1,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103244,"Krueger, Reyes and Bailey",Financial Services,Enterprise,40126,215,67.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103245,Hurley-Cuevas,Healthcare,Starter,91880,45,67.1,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103246,Larson Inc,Education,Enterprise,144528,183,75.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103247,Knight and Sons,Logistics,Enterprise,221541,142,61.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103248,Randolph-Hamilton,Healthcare,Enterprise,76867,364,58.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103249,"Young, Evans and Delgado",Education,Starter,54104,238,64.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103250,Armstrong Ltd,Manufacturing,Professional,172811,347,67.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103251,Jefferson-Hayes,Education,Enterprise,45959,142,64.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103252,"Bishop, Cortez and Bond",Financial Services,Starter,224416,178,68.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103253,Smith PLC,Healthcare,Starter,107286,190,44.1,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103254,Martinez Ltd,Manufacturing,Starter,109773,61,65.9,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103255,"Reynolds, Ortiz and Phillips",Technology,Starter,288767,123,56.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103256,Curtis-Williams,Manufacturing,Starter,42646,32,61.4,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103257,Cruz Inc,Healthcare,Starter,37951,142,64.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103258,"Allen, Lopez and Stewart",Healthcare,Starter,260954,55,60.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103259,Brown-Warren,Logistics,Enterprise,256651,213,62.2,Watch,No recent CSM touch,Monitor,2026-06-27
