customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,active_users,active_user_pct,feature_adoption_pct,login_days_30d,support_tickets_30d,avg_resolution_days,nps_score,renewal_days,days_since_csm_touch,has_executive_sponsor,renewal_window,low_usage_flag,low_adoption_flag,high_support_flag,negative_nps_flag,stale_csm_touch_flag
CUST-102234,Macdonald Inc,Technology,Professional,140782,206,144,69.9,75.0,29,2,1.9,32,139,58,1,Renewal not imminent,0,0,0,0,0
CUST-102235,"Cordova, Davenport and Smith",Education,Starter,145549,89,75,84.3,81.3,3,1,2.5,8,130,104,1,Renewal not imminent,0,0,0,0,1
CUST-102236,Silva Inc,Manufacturing,Professional,46889,16,7,43.8,71.0,14,0,2.6,79,254,70,1,Renewal not imminent,0,0,0,0,1
CUST-102237,Mccoy PLC,Manufacturing,Professional,232459,276,214,77.5,65.7,13,2,6.7,40,27,62,0,Renewal due in 30 days,0,0,0,0,1
CUST-102238,Smith-Hughes,Technology,Professional,241204,258,121,46.9,45.4,4,0,5.2,-17,62,15,1,Renewal due in 90 days,0,1,0,1,0
CUST-102239,Mccullough Group,Healthcare,Starter,40574,404,372,92.1,78.9,3,0,4.8,30,143,68,1,Renewal not imminent,0,0,0,0,1
CUST-102240,James Ltd,Logistics,Enterprise,62274,80,30,37.5,75.7,6,4,3.1,-35,217,114,0,Renewal not imminent,1,0,0,1,1
CUST-102241,Kidd and Sons,Financial Services,Enterprise,70422,20,11,55.0,88.7,9,3,2.7,15,142,30,0,Renewal not imminent,0,0,0,0,0
CUST-102242,"Dunn, Ortega and Henderson",Education,Professional,151846,127,80,63.0,86.7,4,1,3.5,-38,122,70,1,Renewal not imminent,0,0,0,1,1
CUST-102243,"Burton, Martinez and Weaver",Manufacturing,Professional,127276,405,296,73.1,82.5,17,1,5.2,38,105,2,0,Renewal not imminent,0,0,0,0,0
CUST-102244,Crosby and Sons,Technology,Starter,153415,61,41,67.2,84.1,7,2,1.7,68,49,52,0,Renewal due in 90 days,0,0,0,0,0
CUST-102245,Montgomery-Preston,Education,Starter,252913,138,118,85.5,61.3,29,2,6.8,-12,89,35,0,Renewal due in 90 days,0,0,0,1,0
CUST-102246,Quinn Group,Logistics,Professional,137184,16,10,62.5,84.7,18,1,6.2,70,223,76,1,Renewal not imminent,0,0,0,0,1
CUST-102247,"Wilson, Gross and Wise",Manufacturing,Starter,123876,243,195,80.2,43.1,13,2,4.4,51,42,56,1,Renewal due in 90 days,0,1,0,0,0
CUST-102248,"Friedman, Clark and Solomon",Education,Professional,213575,91,84,92.3,81.5,17,2,6.0,57,12,34,0,Renewal due in 30 days,0,0,0,0,0
CUST-102249,Smith-Ewing,Technology,Enterprise,269697,466,278,59.7,95.2,10,4,1.4,-38,176,63,1,Renewal not imminent,0,0,0,1,1
CUST-102250,Martinez Ltd,Education,Starter,243834,444,444,100.0,42.1,4,0,5.4,50,191,9,1,Renewal not imminent,0,1,0,0,0
CUST-102251,Moreno-Graham,Manufacturing,Starter,223815,101,89,88.1,66.6,11,4,5.8,11,161,35,0,Renewal not imminent,0,0,0,0,0
CUST-102252,Dominguez-Smith,Manufacturing,Professional,164399,381,328,86.1,77.1,28,2,1.8,20,308,3,0,Renewal not imminent,0,0,0,0,0
CUST-102253,Lamb Inc,Technology,Enterprise,45918,345,204,59.1,66.1,12,2,2.3,33,12,44,1,Renewal due in 30 days,0,0,0,0,0
CUST-102254,Woods and Sons,Technology,Professional,22744,210,96,45.7,36.5,29,6,1.9,14,229,11,1,Renewal not imminent,0,1,1,0,0
CUST-102255,Washington Group,Manufacturing,Professional,194572,145,81,55.9,60.9,29,2,0.9,-7,188,61,0,Renewal not imminent,0,0,0,1,1
CUST-102256,"Smith, Hart and Jones",Education,Enterprise,126890,101,86,85.1,80.1,19,2,4.0,27,265,103,0,Renewal not imminent,0,0,0,0,1
CUST-102257,Roberts LLC,Technology,Professional,31028,448,230,51.3,94.1,24,3,4.7,-11,25,11,0,Renewal due in 30 days,0,0,0,1,0
CUST-102258,Moore Group,Financial Services,Starter,38248,62,32,51.6,75.8,29,1,1.7,-8,269,57,0,Renewal not imminent,0,0,0,1,0
CUST-102259,May-Goodman,Technology,Professional,86257,165,121,73.3,71.3,7,3,5.8,12,96,39,0,Renewal not imminent,0,0,0,0,0
CUST-102260,"Avila, Arias and Lynch",Manufacturing,Starter,47011,281,268,95.4,86.5,1,4,5.2,33,318,83,0,Renewal not imminent,0,0,0,0,1
CUST-102261,Mack-Hobbs,Technology,Professional,299277,162,119,73.5,74.2,7,0,2.3,-38,86,103,0,Renewal due in 90 days,0,0,0,1,1
CUST-102262,Schneider Ltd,Healthcare,Starter,52395,323,217,67.2,79.2,26,1,5.1,60,138,22,0,Renewal not imminent,0,0,0,0,0
CUST-102263,Jimenez Ltd,Education,Professional,254502,413,404,97.8,68.3,4,4,3.1,28,92,119,0,Renewal not imminent,0,0,0,0,1
CUST-102264,Harrison Group,Financial Services,Starter,16585,140,90,64.3,88.2,16,1,2.9,64,140,2,0,Renewal not imminent,0,0,0,0,0
CUST-102265,Smith LLC,Manufacturing,Starter,82752,216,126,58.3,53.0,4,0,5.4,68,241,16,0,Renewal not imminent,0,0,0,0,0
CUST-102266,Olson Inc,Education,Professional,204513,456,301,66.0,73.3,7,3,1.3,18,237,22,0,Renewal not imminent,0,0,0,0,0
CUST-102267,Patel-Fisher,Manufacturing,Enterprise,142136,380,310,81.6,93.6,24,4,4.4,-35,311,8,1,Renewal not imminent,0,0,0,1,0
CUST-102268,Norman Group,Financial Services,Professional,12300,84,82,97.6,70.0,25,1,3.0,22,271,86,1,Renewal not imminent,0,0,0,0,1
CUST-102269,"Keller, Ryan and Wilson",Logistics,Professional,295885,296,296,100.0,88.2,14,1,3.9,42,269,120,1,Renewal not imminent,0,0,0,0,1
CUST-102270,"Keith, Robinson and Williams",Financial Services,Enterprise,224440,417,237,56.8,84.5,5,4,6.7,24,209,109,1,Renewal not imminent,0,0,0,0,1
CUST-102271,"Rose, Petersen and Curry",Manufacturing,Starter,31092,79,70,88.6,73.3,11,2,0.5,67,308,38,0,Renewal not imminent,0,0,0,0,0
CUST-102272,Peterson PLC,Technology,Professional,228223,324,278,85.8,73.9,11,3,2.6,-37,154,40,1,Renewal not imminent,0,0,0,1,0
CUST-102273,"Norman, Oliver and Wade",Manufacturing,Professional,20410,116,72,62.1,63.1,24,2,4.5,-22,327,57,0,Renewal not imminent,0,0,0,1,0
CUST-102274,Hernandez Inc,Technology,Starter,170320,347,273,78.7,39.2,0,3,4.5,75,73,29,1,Renewal due in 90 days,0,1,0,0,0
CUST-102275,Thomas LLC,Technology,Professional,267210,144,88,61.1,58.2,14,1,4.0,7,365,112,0,Renewal not imminent,0,0,0,0,1
CUST-102276,"Berry, Campbell and Manning",Technology,Starter,80374,252,131,52.0,62.9,30,4,3.1,-22,126,114,0,Renewal not imminent,0,0,0,1,1
CUST-102277,"Mcguire, Lopez and Jordan",Healthcare,Professional,208102,166,107,64.5,36.1,29,4,4.5,9,239,113,1,Renewal not imminent,0,1,0,0,1
CUST-102278,Johnson LLC,Financial Services,Enterprise,166115,54,21,38.9,74.0,15,5,4.3,-35,283,119,1,Renewal not imminent,1,0,1,1,1
CUST-102279,"Alvarado, Donaldson and Reyes",Financial Services,Starter,196802,49,44,89.8,67.0,29,2,4.9,24,159,21,0,Renewal not imminent,0,0,0,0,0
CUST-102280,"Rojas, Reynolds and Schneider",Logistics,Enterprise,88514,66,44,66.7,94.3,8,0,2.9,-33,288,3,0,Renewal not imminent,0,0,0,1,0
CUST-102281,"Fisher, Carroll and Gonzalez",Financial Services,Starter,285201,337,295,87.5,77.7,12,1,2.0,2,230,102,1,Renewal not imminent,0,0,0,0,1
CUST-102282,Jones-Cox,Financial Services,Professional,183203,192,123,64.1,36.0,25,0,1.8,26,27,74,0,Renewal due in 30 days,0,1,0,0,1
CUST-102283,Mccall Group,Technology,Professional,241846,467,310,66.4,77.2,1,2,1.6,45,264,99,0,Renewal not imminent,0,0,0,0,1
CUST-102284,"Jackson, Lawrence and Joseph",Financial Services,Enterprise,210141,93,54,58.1,95.2,23,2,5.1,52,226,81,1,Renewal not imminent,0,0,0,0,1
CUST-102285,Murphy Group,Manufacturing,Starter,86559,88,39,44.3,76.3,12,1,2.1,-5,316,50,0,Renewal not imminent,0,0,0,1,0
CUST-102286,Miller LLC,Financial Services,Starter,35075,36,19,52.8,59.6,6,3,2.5,13,69,72,0,Renewal due in 90 days,0,0,0,0,1
CUST-102287,"Yu, Kelly and Davies",Technology,Enterprise,91506,228,131,57.5,84.4,8,1,3.9,77,291,26,0,Renewal not imminent,0,0,0,0,0
CUST-102288,Castillo-Robinson,Healthcare,Professional,97664,48,32,66.7,87.8,25,1,3.3,-32,248,28,1,Renewal not imminent,0,0,0,1,0
CUST-102289,Brown-Johnson,Logistics,Professional,98824,483,375,77.6,66.1,2,1,1.5,45,59,58,1,Renewal due in 90 days,0,0,0,0,0
CUST-102290,"Briggs, Barr and Norris",Technology,Professional,207096,330,202,61.2,66.9,17,2,5.7,30,296,113,1,Renewal not imminent,0,0,0,0,1
CUST-102291,"Ramos, Herring and Davis",Education,Starter,183197,338,271,80.2,91.2,21,2,1.1,66,342,91,1,Renewal not imminent,0,0,0,0,1
CUST-102292,Murillo-Thompson,Manufacturing,Starter,140606,427,301,70.5,44.3,15,5,3.0,-6,223,42,1,Renewal not imminent,0,1,1,1,0
CUST-102293,"Perez, Bennett and Wheeler",Healthcare,Enterprise,224184,270,159,58.9,80.1,25,3,1.2,70,154,32,0,Renewal not imminent,0,0,0,0,0
CUST-102294,Gonzalez LLC,Education,Starter,89579,436,436,100.0,78.8,28,2,4.1,-9,113,59,0,Renewal not imminent,0,0,0,1,0
CUST-102295,Davis-Moore,Logistics,Enterprise,63693,489,404,82.6,95.5,11,1,7.0,12,259,95,1,Renewal not imminent,0,0,0,0,1
CUST-102296,"Baker, Miller and Garcia",Financial Services,Starter,185651,229,181,79.0,86.4,5,5,7.2,39,125,61,0,Renewal not imminent,0,0,1,0,1
CUST-102297,White-Erickson,Healthcare,Professional,176603,411,306,74.5,81.8,26,2,2.2,15,208,19,1,Renewal not imminent,0,0,0,0,0
CUST-102298,Dawson Inc,Financial Services,Professional,28040,257,136,52.9,93.5,9,1,5.7,-10,61,62,1,Renewal due in 90 days,0,0,0,1,1
CUST-102299,French-Anthony,Education,Starter,219798,490,373,76.1,85.8,13,1,3.6,68,208,30,1,Renewal not imminent,0,0,0,0,0
CUST-102300,"Martin, Maldonado and Robbins",Financial Services,Starter,98452,139,102,73.4,51.9,10,5,6.4,35,307,48,0,Renewal not imminent,0,0,1,0,0
CUST-102301,Romero-Patel,Healthcare,Enterprise,55041,66,31,47.0,59.0,4,2,1.6,29,5,54,1,Renewal due in 30 days,0,0,0,0,0
CUST-102302,"Adams, Freeman and Young",Logistics,Enterprise,60399,474,322,67.9,26.6,1,2,0.5,-40,78,60,0,Renewal due in 90 days,0,1,0,1,0
CUST-102303,"Reed, Willis and Schaefer",Financial Services,Professional,81983,31,27,87.1,89.6,21,6,4.3,77,348,105,1,Renewal not imminent,0,0,1,0,1
CUST-102304,"Wilcox, Hamilton and May",Healthcare,Starter,57885,356,148,41.6,67.5,10,1,2.8,-28,159,4,0,Renewal not imminent,0,0,0,1,0
CUST-102305,"Gibson, Edwards and Barrera",Manufacturing,Starter,12111,35,20,57.1,74.4,26,0,5.4,22,201,13,1,Renewal not imminent,0,0,0,0,0
CUST-102306,Mejia PLC,Education,Enterprise,164792,318,312,98.1,73.1,26,7,3.1,38,37,36,0,Renewal due in 90 days,0,0,1,0,0
CUST-102307,Cooper-Rodriguez,Education,Professional,254397,48,31,64.6,60.3,20,3,1.4,59,81,89,0,Renewal due in 90 days,0,0,0,0,1
CUST-102308,Long-Williams,Logistics,Professional,129331,269,162,60.2,86.8,12,4,0.5,69,17,43,0,Renewal due in 30 days,0,0,0,0,0
CUST-102309,Manning Inc,Technology,Professional,259810,370,260,70.3,63.9,9,2,2.6,-3,261,83,1,Renewal not imminent,0,0,0,1,1
CUST-102310,Roberts-Golden,Financial Services,Enterprise,135273,229,96,41.9,44.1,6,3,4.9,-10,168,59,0,Renewal not imminent,0,1,0,1,0
CUST-102311,Baxter Ltd,Healthcare,Starter,93379,375,286,76.3,68.7,18,2,3.3,72,31,15,0,Renewal due in 90 days,0,0,0,0,0
CUST-102312,Simpson-Fleming,Manufacturing,Starter,247363,70,56,80.0,86.6,9,1,2.6,58,38,42,1,Renewal due in 90 days,0,0,0,0,0
CUST-102313,Woods-Phillips,Logistics,Professional,137438,311,311,100.0,63.1,13,2,3.9,-25,223,119,1,Renewal not imminent,0,0,0,1,1
CUST-102314,"Carter, Rios and Clark",Technology,Enterprise,121980,494,351,71.1,92.2,11,0,1.9,-20,18,50,0,Renewal due in 30 days,0,0,0,1,0
CUST-102315,Garcia-Davis,Healthcare,Starter,46632,191,115,60.2,59.2,12,6,5.1,-17,130,104,1,Renewal not imminent,0,0,1,1,1
CUST-102316,Todd Group,Logistics,Professional,220399,252,163,64.7,85.3,4,1,2.5,64,231,41,1,Renewal not imminent,0,0,0,0,0
CUST-102317,Johnson and Sons,Education,Enterprise,177039,352,163,46.3,65.2,0,3,5.6,71,95,100,0,Renewal not imminent,0,0,0,0,1
CUST-102318,"Mack, Hill and Gomez",Healthcare,Professional,229999,143,77,53.8,77.1,4,3,3.6,-35,172,113,0,Renewal not imminent,0,0,0,1,1
CUST-102319,"Buckley, Houston and Rodriguez",Education,Professional,280846,137,104,75.9,65.6,29,4,1.4,-15,143,92,0,Renewal not imminent,0,0,0,1,1
CUST-102320,"Perkins, Robinson and Allen",Healthcare,Enterprise,32158,228,128,56.1,51.7,22,0,3.8,3,185,102,1,Renewal not imminent,0,0,0,0,1
CUST-102321,Hall and Sons,Healthcare,Professional,13435,187,117,62.6,79.9,6,1,1.6,-13,257,18,1,Renewal not imminent,0,0,0,1,0
CUST-102322,Williams-Garza,Financial Services,Enterprise,276755,363,268,73.8,82.1,28,1,3.4,27,201,75,0,Renewal not imminent,0,0,0,0,1
CUST-102323,Mills Group,Technology,Enterprise,32670,237,200,84.4,96.6,17,3,0.5,-3,303,68,1,Renewal not imminent,0,0,0,1,1
CUST-102324,Williams Ltd,Financial Services,Starter,161152,37,34,91.9,62.3,18,1,4.5,40,209,101,0,Renewal not imminent,0,0,0,0,1
CUST-102325,"Estrada, Nolan and Chambers",Technology,Enterprise,230756,257,257,100.0,47.4,7,1,3.4,78,293,40,0,Renewal not imminent,0,1,0,0,0
CUST-102326,Cole PLC,Financial Services,Enterprise,150779,245,170,69.4,56.5,26,1,3.4,-11,20,85,1,Renewal due in 30 days,0,0,0,1,1
CUST-102327,Lawson-Myers,Healthcare,Enterprise,151128,217,96,44.2,74.2,1,2,0.9,-12,118,105,1,Renewal not imminent,0,0,0,1,1
CUST-102328,Hernandez Group,Healthcare,Professional,220131,137,124,90.5,74.9,30,4,3.3,-31,25,102,1,Renewal due in 30 days,0,0,0,1,1
CUST-102329,Alvarez Inc,Technology,Starter,298547,289,273,94.5,73.3,27,2,4.1,53,257,101,1,Renewal not imminent,0,0,0,0,1
CUST-102330,"Clark, Freeman and Potter",Technology,Enterprise,38841,408,224,54.9,67.3,17,2,2.2,44,110,70,1,Renewal not imminent,0,0,0,0,1
CUST-102331,"Little, Martinez and Long",Manufacturing,Professional,72750,414,325,78.5,51.2,23,3,3.4,2,288,22,0,Renewal not imminent,0,0,0,0,0
CUST-102332,Myers Inc,Healthcare,Professional,237181,22,15,68.2,79.6,7,5,0.6,21,332,2,0,Renewal not imminent,0,0,1,0,0
CUST-102333,Mills Inc,Manufacturing,Enterprise,147367,81,51,63.0,79.7,21,2,2.0,-8,150,53,0,Renewal not imminent,0,0,0,1,0
CUST-102334,Lane Ltd,Manufacturing,Enterprise,235582,478,329,68.8,72.5,11,6,4.9,-28,84,97,1,Renewal due in 90 days,0,0,1,1,1
CUST-102335,"Wheeler, Sloan and Hudson",Logistics,Enterprise,296331,173,77,44.5,81.6,2,0,2.7,-31,328,19,0,Renewal not imminent,0,0,0,1,0
CUST-102336,Sloan and Sons,Manufacturing,Starter,13744,451,402,89.1,76.0,30,1,5.4,-18,139,14,1,Renewal not imminent,0,0,0,1,0
CUST-102337,Williams Group,Education,Enterprise,75669,187,132,70.6,83.5,16,1,1.7,-25,239,61,1,Renewal not imminent,0,0,0,1,1
CUST-102338,"Butler, Leblanc and Romero",Financial Services,Starter,55656,417,351,84.2,81.8,5,2,5.2,9,181,103,0,Renewal not imminent,0,0,0,0,1
CUST-102339,"Perez, Jones and Mcmillan",Logistics,Starter,143216,294,161,54.8,86.5,25,3,0.5,61,318,98,0,Renewal not imminent,0,0,0,0,1
CUST-102340,Hanson-Hale,Manufacturing,Professional,97087,47,29,61.7,95.3,16,2,3.7,64,83,88,0,Renewal due in 90 days,0,0,0,0,1
CUST-102341,Rowe LLC,Healthcare,Professional,196225,260,166,63.8,73.5,25,1,6.1,56,200,55,0,Renewal not imminent,0,0,0,0,0
CUST-102342,"Peterson, Moore and Reyes",Technology,Starter,280655,428,198,46.3,92.1,6,1,4.0,39,86,81,1,Renewal due in 90 days,0,0,0,0,1
CUST-102343,"Ferguson, Le and Walker",Logistics,Starter,47075,411,383,93.2,97.1,29,5,1.5,76,337,99,1,Renewal not imminent,0,0,1,0,1
CUST-102344,Gallegos-Reeves,Technology,Professional,252046,300,238,79.3,87.1,11,0,3.3,-15,329,115,0,Renewal not imminent,0,0,0,1,1
CUST-102345,"Roman, Mann and Shelton",Manufacturing,Starter,249454,33,27,81.8,37.5,11,1,4.6,-38,293,85,1,Renewal not imminent,0,1,0,1,1
CUST-102346,Brown Inc,Technology,Enterprise,189589,347,266,76.7,89.5,10,3,1.3,70,4,59,0,Renewal due in 30 days,0,0,0,0,0
CUST-102347,"Chan, Roberts and Ball",Education,Enterprise,62319,83,60,72.3,60.6,24,2,6.2,-26,288,75,0,Renewal not imminent,0,0,0,1,1
CUST-102348,Willis-Pruitt,Education,Enterprise,271179,257,152,59.1,56.5,3,3,2.8,39,175,103,0,Renewal not imminent,0,0,0,0,1
CUST-102349,Sawyer-Garcia,Manufacturing,Professional,178234,417,358,85.9,62.6,26,2,5.5,14,275,37,0,Renewal not imminent,0,0,0,0,0
CUST-102350,Ramsey-Williams,Healthcare,Professional,67875,454,269,59.3,51.9,30,2,2.6,-23,341,89,1,Renewal not imminent,0,0,0,1,1
CUST-102351,Hanna Inc,Manufacturing,Professional,211009,432,407,94.2,51.0,27,1,3.6,12,175,9,1,Renewal not imminent,0,0,0,0,0
CUST-102352,"Clark, Clayton and Tate",Financial Services,Enterprise,273245,53,36,67.9,40.4,13,3,8.8,-38,154,3,1,Renewal not imminent,0,1,0,1,0
CUST-102353,Smith PLC,Logistics,Starter,108875,182,97,53.3,33.3,29,2,7.1,27,71,77,0,Renewal due in 90 days,0,1,0,0,1
CUST-102354,"Velasquez, Hill and Clark",Healthcare,Professional,71440,200,170,85.0,89.0,10,0,1.9,73,171,15,0,Renewal not imminent,0,0,0,0,0
CUST-102355,"Robbins, Jordan and Morgan",Education,Starter,123311,310,220,71.0,74.0,1,1,3.3,-5,119,39,0,Renewal not imminent,0,0,0,1,0
CUST-102356,Dalton-Johnson,Education,Enterprise,299800,430,365,84.9,72.7,9,7,3.3,76,280,70,1,Renewal not imminent,0,0,1,0,1
CUST-102357,Alexander Inc,Healthcare,Professional,223628,66,48,72.7,74.5,2,2,4.3,44,216,42,1,Renewal not imminent,0,0,0,0,0
CUST-102358,Jones-Bailey,Manufacturing,Starter,39291,394,200,50.8,91.7,30,3,3.4,80,49,75,0,Renewal due in 90 days,0,0,0,0,1
CUST-102359,Boyd-Cooper,Healthcare,Professional,262073,69,59,85.5,69.7,12,2,5.4,29,185,13,1,Renewal not imminent,0,0,0,0,0
CUST-102360,"Ho, Benitez and Miller",Healthcare,Professional,141801,96,87,90.6,74.5,5,2,1.2,43,87,117,0,Renewal due in 90 days,0,0,0,0,1
CUST-102361,Nunez-Deleon,Technology,Starter,20831,337,221,65.6,61.1,4,2,5.2,-19,363,94,0,Renewal not imminent,0,0,0,1,1
CUST-102362,Bailey-Cox,Logistics,Enterprise,14771,223,137,61.4,74.0,18,2,4.2,61,140,93,0,Renewal not imminent,0,0,0,0,1
CUST-102363,"May, Nguyen and Mitchell",Manufacturing,Starter,299081,267,244,91.4,56.7,6,2,3.9,38,221,85,1,Renewal not imminent,0,0,0,0,1
CUST-102364,Bowers PLC,Financial Services,Professional,288709,113,73,64.6,54.9,12,2,5.4,35,70,52,1,Renewal due in 90 days,0,0,0,0,0
CUST-102365,Mann PLC,Education,Starter,142563,152,103,67.8,72.8,13,3,3.9,-8,362,82,1,Renewal not imminent,0,0,0,1,1
CUST-102366,Farmer PLC,Technology,Enterprise,72089,15,10,66.7,90.1,23,1,2.6,-8,98,88,0,Renewal not imminent,0,0,0,1,1
CUST-102367,"Hill, Sanchez and Perez",Logistics,Enterprise,108656,310,200,64.5,63.3,30,1,4.8,45,62,31,0,Renewal due in 90 days,0,0,0,0,0
CUST-102368,Taylor and Sons,Manufacturing,Starter,33079,379,322,85.0,85.0,23,1,4.0,-31,24,87,1,Renewal due in 30 days,0,0,0,1,1
CUST-102369,"Ramirez, Smith and Paul",Financial Services,Starter,126365,83,59,71.1,79.8,0,1,1.7,43,295,26,0,Renewal not imminent,0,0,0,0,0
CUST-102370,Frazier Group,Technology,Starter,19214,439,279,63.6,61.4,6,0,3.0,17,175,18,0,Renewal not imminent,0,0,0,0,0
CUST-102371,Barnett-Carlson,Financial Services,Professional,76615,385,292,75.8,69.1,12,2,2.7,44,211,66,1,Renewal not imminent,0,0,0,0,1
CUST-102372,Sherman-Jenkins,Logistics,Starter,117669,242,161,66.5,51.4,12,1,6.7,5,106,24,0,Renewal not imminent,0,0,0,0,0
CUST-102373,Shepherd-Coleman,Financial Services,Professional,268331,265,251,94.7,96.2,8,2,6.2,-40,26,55,1,Renewal due in 30 days,0,0,0,1,0
CUST-102374,Cohen-Stephenson,Healthcare,Enterprise,44193,96,88,91.7,72.5,16,1,3.4,-3,235,26,1,Renewal not imminent,0,0,0,1,0
CUST-102375,"Johnson, Patrick and Martinez",Manufacturing,Professional,162580,71,57,80.3,59.6,5,1,0.7,14,144,98,0,Renewal not imminent,0,0,0,0,1
CUST-102376,"Foster, Robinson and Mcdonald",Healthcare,Enterprise,289658,257,146,56.8,83.4,11,1,3.5,-2,233,82,0,Renewal not imminent,0,0,0,1,1
CUST-102377,Chandler-Combs,Logistics,Professional,117342,245,156,63.7,49.3,30,4,6.4,9,245,34,0,Renewal not imminent,0,1,0,0,0
CUST-102378,Kent-Jones,Technology,Starter,127639,260,174,66.9,57.6,24,1,1.7,-10,9,82,1,Renewal due in 30 days,0,0,0,1,1
CUST-102379,Miller-Sullivan,Education,Enterprise,126752,211,128,60.7,81.7,29,5,2.7,-22,329,14,1,Renewal not imminent,0,0,1,1,0
CUST-102380,"Ward, Patterson and Reynolds",Education,Professional,206423,384,239,62.2,39.8,3,3,4.9,-6,354,110,1,Renewal not imminent,0,1,0,1,1
CUST-102381,Odom and Sons,Healthcare,Starter,223662,397,237,59.7,59.6,30,3,4.5,73,291,13,0,Renewal not imminent,0,0,0,0,0
CUST-102382,Webb LLC,Financial Services,Starter,160275,475,336,70.7,86.2,29,1,3.6,31,343,109,0,Renewal not imminent,0,0,0,0,1
CUST-102383,Bruce Ltd,Education,Starter,272590,336,336,100.0,80.3,30,3,3.7,-38,77,41,1,Renewal due in 90 days,0,0,0,1,0
CUST-102384,Woods PLC,Healthcare,Professional,190937,305,227,74.4,78.0,5,4,3.1,-27,100,93,1,Renewal not imminent,0,0,0,1,1
CUST-102385,George-Smith,Financial Services,Enterprise,234743,384,304,79.2,71.2,18,1,0.9,-15,140,80,1,Renewal not imminent,0,0,0,1,1
CUST-102386,Neal and Sons,Healthcare,Professional,199111,357,273,76.5,93.9,19,1,0.5,-15,242,113,0,Renewal not imminent,0,0,0,1,1
CUST-102387,"Lewis, Murray and Ruiz",Financial Services,Professional,36014,181,181,100.0,73.5,24,5,1.7,-10,242,68,1,Renewal not imminent,0,0,1,1,1
CUST-102388,Rodriguez Ltd,Technology,Enterprise,131316,267,198,74.2,33.9,22,3,1.0,-31,9,13,0,Renewal due in 30 days,0,1,0,1,0
CUST-102389,Smith-Rodriguez,Healthcare,Starter,227343,133,107,80.5,84.4,13,2,3.4,28,240,94,0,Renewal not imminent,0,0,0,0,1
CUST-102390,Greene-Vega,Technology,Enterprise,299607,67,41,61.2,30.9,7,2,6.3,54,70,27,0,Renewal due in 90 days,0,1,0,0,0
CUST-102391,"Griffith, Cohen and Boyer",Healthcare,Professional,62780,204,86,42.2,85.3,29,2,4.4,35,6,52,0,Renewal due in 30 days,0,0,0,0,0
CUST-102392,Davis-Clark,Manufacturing,Starter,247844,158,85,53.8,80.9,29,1,4.1,-10,175,78,0,Renewal not imminent,0,0,0,1,1
CUST-102393,Wilkins Group,Education,Enterprise,143238,62,45,72.6,36.9,30,1,1.7,57,323,30,0,Renewal not imminent,0,1,0,0,0
CUST-102394,Potter Group,Education,Starter,157270,258,125,48.4,49.7,24,1,7.5,49,337,93,0,Renewal not imminent,0,1,0,0,1
CUST-102395,"Diaz, Wallace and Norris",Manufacturing,Professional,268664,489,372,76.1,72.9,3,1,2.6,-29,170,64,0,Renewal not imminent,0,0,0,1,1
CUST-102396,Jones-Hinton,Healthcare,Professional,157579,488,398,81.6,93.1,11,3,5.0,79,357,45,1,Renewal not imminent,0,0,0,0,0
CUST-102397,Hall PLC,Healthcare,Enterprise,98137,299,200,66.9,76.8,20,2,3.4,33,50,2,1,Renewal due in 90 days,0,0,0,0,0
CUST-102398,Mcdowell-Weiss,Manufacturing,Starter,102213,113,75,66.4,84.6,23,4,5.2,-18,24,25,0,Renewal due in 30 days,0,0,0,1,0
CUST-102399,"Harmon, Haney and Green",Financial Services,Professional,81535,116,76,65.5,57.3,21,0,4.0,17,32,28,0,Renewal due in 90 days,0,0,0,0,0
CUST-102400,Byrd and Sons,Logistics,Enterprise,73801,31,24,77.4,92.6,11,3,4.3,40,105,96,1,Renewal not imminent,0,0,0,0,1
CUST-102401,Harrison Inc,Manufacturing,Enterprise,238399,442,426,96.4,67.4,26,4,3.9,75,33,20,1,Renewal due in 90 days,0,0,0,0,0
CUST-102402,"Aguirre, Porter and Griffin",Manufacturing,Professional,15996,208,144,69.2,63.2,17,5,3.2,-18,18,87,1,Renewal due in 30 days,0,0,1,1,1
CUST-102403,"Larsen, Murphy and Conley",Manufacturing,Starter,56473,70,42,60.0,62.8,4,3,3.8,13,38,13,1,Renewal due in 90 days,0,0,0,0,0
CUST-102404,Harrison Inc,Financial Services,Enterprise,99130,132,112,84.8,87.6,22,2,2.3,31,267,113,1,Renewal not imminent,0,0,0,0,1
CUST-102405,Swanson and Sons,Manufacturing,Enterprise,249531,468,252,53.8,79.7,21,1,2.9,32,273,27,1,Renewal not imminent,0,0,0,0,0
CUST-102406,"Castillo, Mason and Ward",Education,Professional,102248,232,115,49.6,59.2,10,1,2.5,-7,143,77,0,Renewal not imminent,0,0,0,1,1
CUST-102407,Cruz-Deleon,Manufacturing,Professional,22500,489,421,86.1,72.6,12,0,1.2,58,152,68,1,Renewal not imminent,0,0,0,0,1
CUST-102408,Reynolds-Scott,Education,Starter,59723,489,254,51.9,70.9,4,2,5.5,75,356,6,0,Renewal not imminent,0,0,0,0,0
CUST-102409,"Fletcher, Stuart and Burton",Healthcare,Enterprise,291730,392,323,82.4,69.2,12,2,5.6,76,246,83,0,Renewal not imminent,0,0,0,0,1
