customer_id,days_since_csm_touch,last_qbr_days,has_executive_sponsor
CUST-102145,55,108,1
CUST-102146,69,86,0
CUST-102147,103,45,1
CUST-102148,20,106,0
CUST-102149,20,117,1
CUST-102150,49,172,0
CUST-102151,113,161,1
CUST-102152,99,27,0
CUST-102153,91,155,0
CUST-102154,8,135,1
CUST-102155,54,161,1
CUST-102156,83,68,0
CUST-102157,117,128,0
CUST-102158,44,169,1
CUST-102159,105,102,1
CUST-102160,39,157,0
CUST-102161,97,113,1
CUST-102162,52,108,1
CUST-102163,58,78,1
CUST-102164,65,49,1
CUST-102165,43,52,1
CUST-102166,40,2,0
CUST-102167,4,41,1
CUST-102168,7,4,0
CUST-102169,112,138,0
CUST-102170,76,121,1
CUST-102171,57,94,0
CUST-102172,51,26,1
CUST-102173,98,144,0
CUST-102174,116,4,0
CUST-102175,96,52,1
CUST-102176,76,152,0
CUST-102177,51,95,0
CUST-102178,78,152,1
CUST-102179,23,31,0
CUST-102180,33,127,1
CUST-102181,76,111,1
CUST-102182,10,35,1
CUST-102183,50,32,0
CUST-102184,59,126,0
CUST-102185,70,83,0
CUST-102186,40,25,1
CUST-102187,43,13,0
CUST-102188,29,93,0
CUST-102189,108,118,0
CUST-102190,108,154,0
CUST-102191,15,135,0
CUST-102192,76,46,1
CUST-102193,101,44,1
CUST-102194,8,80,0
CUST-102195,61,131,0
CUST-102196,111,97,1
CUST-102197,75,16,1
CUST-102198,55,67,1
CUST-102199,70,87,1
CUST-102200,10,138,1
CUST-102201,120,131,1
CUST-102202,112,94,1
CUST-102203,6,45,0
CUST-102204,69,48,1
CUST-102205,33,84,0
CUST-102206,13,21,0
CUST-102207,108,137,0
CUST-102208,117,86,0
CUST-102209,40,37,1
CUST-102210,40,129,0
CUST-102211,2,31,0
CUST-102212,60,78,0
CUST-102213,88,135,1
CUST-102214,7,34,1
CUST-102215,67,127,0
CUST-102216,92,153,1
CUST-102217,42,139,1
CUST-102218,11,166,1
CUST-102219,44,29,0
CUST-102220,65,61,1
CUST-102221,83,96,1
CUST-102222,32,65,0
CUST-102223,26,85,1
CUST-102224,69,0,0
CUST-102225,17,130,0
CUST-102226,40,54,0
CUST-102227,110,168,0
CUST-102228,97,69,1
CUST-102229,58,34,1
CUST-102230,100,27,1
CUST-102231,66,16,1
CUST-102232,29,54,1
CUST-102233,77,3,0
CUST-102234,16,101,0
CUST-102235,110,59,0
CUST-102236,35,16,0
CUST-102237,99,61,0
CUST-102238,18,36,1
CUST-102239,32,147,1
CUST-102240,23,74,0
CUST-102241,6,9,0
CUST-102242,1,38,1
CUST-102243,101,60,1
CUST-102244,69,149,0
CUST-102245,63,62,0
CUST-102246,24,8,1
CUST-102247,95,130,1
CUST-102248,105,64,1
CUST-102249,103,17,1
CUST-102250,105,57,1
CUST-102251,18,87,0
CUST-102252,94,114,1
CUST-102253,82,160,1
CUST-102254,77,76,0
CUST-102255,14,97,0
CUST-102256,74,23,0
CUST-102257,71,109,1
CUST-102258,39,116,1
CUST-102259,4,125,1
CUST-102260,73,135,0
CUST-102261,65,111,1
CUST-102262,55,47,0
CUST-102263,95,37,0
CUST-102264,70,132,1
CUST-102265,66,133,0
CUST-102266,11,98,0
CUST-102267,74,172,1
CUST-102268,107,21,1
CUST-102269,104,150,1
CUST-102270,118,24,0
CUST-102271,73,79,0
CUST-102272,97,61,1
CUST-102273,32,72,1
CUST-102274,17,68,0
CUST-102275,65,114,1
CUST-102276,8,127,1
CUST-102277,39,40,0
CUST-102278,98,143,0
CUST-102279,100,161,1
CUST-102280,7,118,0
CUST-102281,71,62,0
CUST-102282,72,160,1
CUST-102283,1,127,1
CUST-102284,112,78,0
CUST-102285,3,27,0
CUST-102286,19,66,0
CUST-102287,120,81,0
CUST-102288,50,107,1
CUST-102289,112,113,1
CUST-102290,10,169,0
CUST-102291,103,130,1
CUST-102292,34,53,1
CUST-102293,11,86,1
CUST-102294,2,102,1
CUST-102295,10,135,0
CUST-102296,86,150,1
CUST-102297,102,107,0
CUST-102298,11,41,1
CUST-102299,15,102,0
CUST-102300,93,164,1
CUST-102301,70,151,0
CUST-102302,60,29,0
CUST-102303,13,161,1
CUST-102304,74,165,1
CUST-102305,56,87,0
CUST-102306,71,135,1
CUST-102307,53,27,1
CUST-102308,86,152,1
CUST-102309,29,10,1
CUST-102310,92,140,1
CUST-102311,85,75,0
CUST-102312,4,98,1
CUST-102313,56,174,1
CUST-102314,112,36,0
CUST-102315,61,2,0
CUST-102316,27,179,0
CUST-102317,64,16,0
CUST-102318,9,3,1
CUST-102319,92,93,1
CUST-102320,78,84,0
CUST-102321,112,70,1
CUST-102322,31,141,1
CUST-102323,12,34,0
CUST-102324,48,163,0
CUST-102325,100,74,1
CUST-102326,8,113,0
CUST-102327,103,67,1
CUST-102328,40,78,0
CUST-102329,41,180,1
CUST-102330,96,100,1
CUST-102331,54,64,0
CUST-102332,106,180,0
CUST-102333,17,91,0
CUST-102334,114,171,0
CUST-102335,42,94,0
CUST-102336,60,51,1
CUST-102337,40,49,1
CUST-102338,63,86,1
CUST-102339,67,66,0
CUST-102340,23,15,0
CUST-102341,83,125,1
CUST-102342,20,157,1
CUST-102343,120,26,1
CUST-102344,95,105,0
CUST-102345,7,108,0
CUST-102346,24,114,0
CUST-102347,106,117,0
CUST-102348,35,113,1
CUST-102349,41,66,0
CUST-102350,59,179,0
CUST-102351,49,56,1
CUST-102352,91,107,1
CUST-102353,62,67,1
CUST-102354,53,126,1
CUST-102355,118,26,0
CUST-102356,30,158,0
CUST-102357,24,63,0
CUST-102358,47,166,1
CUST-102359,101,174,0
CUST-102360,20,75,0
CUST-102361,95,137,0
CUST-102362,99,85,1
CUST-102363,25,19,1
CUST-102364,76,68,0
CUST-102365,50,114,0
CUST-102366,54,70,1
CUST-102367,113,158,1
CUST-102368,68,68,1
CUST-102369,45,176,0
CUST-102370,98,35,0
CUST-102371,62,151,1
CUST-102372,32,33,0
CUST-102373,101,28,0
CUST-102374,81,97,0
CUST-102375,111,158,0
CUST-102376,113,133,1
CUST-102377,69,43,1
CUST-102378,34,101,1
CUST-102379,94,95,0
CUST-102380,44,2,0
CUST-102381,38,114,0
CUST-102382,108,43,0
CUST-102383,1,155,1
CUST-102384,117,87,0
CUST-102385,82,10,0
CUST-102386,47,51,0
CUST-102387,109,1,0
CUST-102388,51,28,1
CUST-102389,67,90,0
CUST-102390,11,113,1
CUST-102391,14,3,1
CUST-102392,35,73,0
CUST-102393,66,92,1
CUST-102394,79,11,1
CUST-102395,56,5,0
CUST-102396,36,143,0
CUST-102397,44,109,1
CUST-102398,21,91,1
CUST-102399,72,10,1
CUST-102400,83,3,0
CUST-102401,34,44,0
CUST-102402,28,122,0
CUST-102403,58,129,1
CUST-102404,57,166,1
CUST-102405,96,59,1
CUST-102406,66,155,0
CUST-102407,1,132,1
CUST-102408,46,105,1
CUST-102409,54,151,0
CUST-102410,104,103,1
CUST-102411,109,121,1
CUST-102412,42,55,1
CUST-102413,38,174,0
CUST-102414,2,171,1
CUST-102415,109,143,1
CUST-102416,26,47,0
CUST-102417,103,148,0
CUST-102418,71,39,1
CUST-102419,118,1,1
CUST-102420,91,178,0
CUST-102421,99,144,1
CUST-102422,68,112,0
CUST-102423,116,131,1
CUST-102424,14,106,1
CUST-102425,14,87,0
CUST-102426,42,0,0
CUST-102427,80,76,0
CUST-102428,114,16,1
CUST-102429,111,75,1
CUST-102430,64,168,1
CUST-102431,0,108,0
CUST-102432,1,142,0
CUST-102433,96,44,1
CUST-102434,83,47,1
CUST-102435,37,169,0
CUST-102436,118,39,0
CUST-102437,105,180,0
CUST-102438,37,62,1
CUST-102439,54,65,0
CUST-102440,105,179,1
CUST-102441,47,70,1
CUST-102442,103,118,1
CUST-102443,116,170,0
CUST-102444,52,144,0
CUST-102445,22,48,1
CUST-102446,96,141,1
CUST-102447,117,111,0
CUST-102448,110,64,0
CUST-102449,16,103,0
CUST-102450,59,102,0
CUST-102451,93,144,0
CUST-102452,19,162,1
CUST-102453,100,170,0
CUST-102454,29,86,0
CUST-102455,71,158,1
CUST-102456,0,21,1
CUST-102457,12,134,1
CUST-102458,101,78,1
CUST-102459,84,158,1
CUST-102460,82,43,0
CUST-102461,22,11,0
CUST-102462,58,10,0
CUST-102463,0,69,1
CUST-102464,40,16,0
CUST-102465,117,176,1
CUST-102466,34,90,1
CUST-102467,44,139,0
CUST-102468,46,63,0
CUST-102469,1,150,0
CUST-102470,97,63,0
CUST-102471,98,10,0
CUST-102472,69,3,0
CUST-102473,36,177,1
CUST-102474,16,51,0
CUST-102475,115,13,1
CUST-102476,15,153,0
CUST-102477,18,99,1
CUST-102478,20,102,0
CUST-102479,102,175,0
CUST-102480,61,69,1
CUST-102481,86,35,0
CUST-102482,93,62,1
CUST-102483,89,147,1
CUST-102484,68,77,0
CUST-102485,66,102,0
CUST-102486,106,2,1
CUST-102487,79,139,0
CUST-102488,30,163,0
CUST-102489,25,117,1
CUST-102490,79,136,1
CUST-102491,103,69,0
CUST-102492,42,57,0
CUST-102493,44,161,1
CUST-102494,21,152,1
CUST-102495,48,3,0
CUST-102496,57,2,1
CUST-102497,8,93,1
CUST-102498,86,162,0
CUST-102499,73,15,1
CUST-102500,39,113,1
CUST-102501,103,81,1
CUST-102502,10,164,1
CUST-102503,15,141,0
CUST-102504,0,95,1
CUST-102505,11,138,1
CUST-102506,55,125,0
CUST-102507,17,53,1
CUST-102508,20,101,1
CUST-102509,79,40,0
CUST-102510,23,5,0
CUST-102511,22,132,1
CUST-102512,19,155,0
CUST-102513,16,99,0
CUST-102514,28,31,0
CUST-102515,55,160,0
CUST-102516,9,106,0
CUST-102517,71,92,0
CUST-102518,101,77,0
CUST-102519,6,33,1
CUST-102520,53,35,1
CUST-102521,24,130,1
CUST-102522,34,80,1
CUST-102523,73,173,1
CUST-102524,64,109,0
CUST-102525,84,53,0
CUST-102526,75,65,1
CUST-102527,112,136,0
CUST-102528,0,179,0
CUST-102529,104,151,1
CUST-102530,59,129,1
CUST-102531,83,123,0
CUST-102532,9,51,1
CUST-102533,96,173,1
CUST-102534,69,61,0
CUST-102535,69,15,0
CUST-102536,45,81,1
CUST-102537,51,82,1
CUST-102538,35,1,0
CUST-102539,37,174,0
CUST-102540,22,65,1
CUST-102541,52,136,1
CUST-102542,31,104,0
CUST-102543,7,44,0
CUST-102544,99,71,0
CUST-102545,62,147,1
CUST-102546,49,156,1
CUST-102547,98,96,1
CUST-102548,28,146,1
CUST-102549,55,0,0
CUST-102550,116,135,0
CUST-102551,19,10,0
CUST-102552,58,92,1
CUST-102553,66,40,0
CUST-102554,103,70,0
CUST-102555,3,164,1
CUST-102556,107,123,1
CUST-102557,51,46,0
CUST-102558,19,75,0
CUST-102559,75,5,1
CUST-102560,15,115,0
CUST-102561,101,109,1
CUST-102562,41,180,1
CUST-102563,9,139,0
CUST-102564,41,126,0
CUST-102565,70,53,1
CUST-102566,2,175,1
CUST-102567,14,161,0
CUST-102568,82,138,1
CUST-102569,49,152,0
CUST-102570,18,150,0
CUST-102571,55,169,1
CUST-102572,41,117,1
CUST-102573,102,124,1
CUST-102574,80,10,1
CUST-102575,77,172,0
CUST-102576,26,26,0
CUST-102577,82,82,0
CUST-102578,95,9,1
CUST-102579,102,160,1
CUST-102580,3,59,1
CUST-102581,78,81,1
CUST-102582,117,41,0
CUST-102583,26,9,0
CUST-102584,29,58,0
CUST-102585,94,65,0
CUST-102586,49,120,1
CUST-102587,10,160,1
CUST-102588,20,42,0
CUST-102589,36,25,0
CUST-102590,90,151,1
CUST-102591,16,151,0
CUST-102592,3,38,1
CUST-102593,14,142,0
CUST-102594,9,0,0
CUST-102595,107,32,0
CUST-102596,26,112,1
CUST-102597,57,157,0
CUST-102598,78,42,0
CUST-102599,39,35,1
CUST-102600,48,55,0
CUST-102601,45,149,0
CUST-102602,38,155,0
CUST-102603,92,53,1
CUST-102604,116,137,0
CUST-102605,46,70,1
CUST-102606,19,91,0
CUST-102607,27,16,0
CUST-102608,63,166,1
CUST-102609,7,25,1
CUST-102610,8,64,0
CUST-102611,70,19,1
CUST-102612,42,116,0
CUST-102613,92,18,1
CUST-102614,6,47,0
CUST-102615,41,35,0
CUST-102616,4,26,1
CUST-102617,51,108,0
CUST-102618,40,59,0
CUST-102619,84,157,0
CUST-102620,73,25,0
CUST-102621,20,62,1
CUST-102622,51,76,1
CUST-102623,54,49,1
CUST-102624,80,62,1
CUST-102625,106,23,1
CUST-102626,34,124,1
CUST-102627,53,76,0
CUST-102628,20,73,1
CUST-102629,26,143,1
CUST-102630,116,99,1
CUST-102631,82,117,1
CUST-102632,70,84,1
CUST-102633,72,120,0
CUST-102634,64,21,0
CUST-102635,63,53,1
CUST-102636,35,137,1
CUST-102637,15,33,0
CUST-102638,82,71,0
CUST-102639,26,48,0
CUST-102640,108,170,0
CUST-102641,11,158,1
CUST-102642,76,28,0
CUST-102643,91,63,1
CUST-102644,27,121,1
CUST-102645,105,144,1
CUST-102646,116,139,0
CUST-102647,39,167,0
CUST-102648,51,139,0
CUST-102649,25,66,1
CUST-102650,54,15,1
CUST-102651,10,82,1
CUST-102652,87,79,0
CUST-102653,83,22,1
CUST-102654,62,178,0
CUST-102655,37,109,0
CUST-102656,78,28,1
CUST-102657,112,12,0
CUST-102658,84,110,0
CUST-102659,22,167,1
CUST-102660,103,16,1
CUST-102661,36,129,0
CUST-102662,120,169,1
CUST-102663,92,22,1
CUST-102664,33,97,0
CUST-102665,0,96,1
CUST-102666,13,1,0
CUST-102667,97,25,1
CUST-102668,92,28,0
CUST-102669,19,72,0
CUST-102670,75,152,1
CUST-102671,14,58,1
CUST-102672,99,113,0
CUST-102673,119,170,1
CUST-102674,118,138,0
CUST-102675,31,77,0
CUST-102676,52,116,1
CUST-102677,78,57,0
CUST-102678,71,149,0
CUST-102679,115,61,1
CUST-102680,100,95,1
CUST-102681,55,145,0
CUST-102682,8,12,1
CUST-102683,114,11,0
CUST-102684,71,17,1
CUST-102685,35,49,1
CUST-102686,58,127,0
CUST-102687,22,54,1
CUST-102688,14,84,1
CUST-102689,108,149,0
CUST-102690,47,115,0
CUST-102691,45,46,0
CUST-102692,5,71,0
CUST-102693,62,75,0
CUST-102694,118,45,0
CUST-102695,0,101,0
CUST-102696,5,77,1
CUST-102697,13,147,0
CUST-102698,10,154,0
CUST-102699,18,47,1
CUST-102700,0,115,0
CUST-102701,10,98,1
CUST-102702,36,62,1
CUST-102703,63,109,1
CUST-102704,114,107,0
CUST-102705,52,169,0
CUST-102706,50,122,1
CUST-102707,19,50,1
CUST-102708,81,132,1
CUST-102709,108,38,1
CUST-102710,98,62,0
CUST-102711,84,160,1
CUST-102712,84,141,0
CUST-102713,117,134,0
CUST-102714,20,179,1
CUST-102715,18,124,0
CUST-102716,40,98,1
CUST-102717,104,147,1
CUST-102718,0,105,0
CUST-102719,86,13,1
CUST-102720,29,81,0
CUST-102721,73,28,1
CUST-102722,59,140,0
CUST-102723,110,133,1
CUST-102724,17,23,1
CUST-102725,19,177,0
CUST-102726,93,113,0
CUST-102727,0,28,0
CUST-102728,34,32,1
CUST-102729,48,5,0
CUST-102730,1,85,1
CUST-102731,53,71,0
CUST-102732,119,55,1
CUST-102733,44,135,0
CUST-102734,93,9,1
CUST-102735,51,98,1
CUST-102736,27,122,1
CUST-102737,1,26,1
CUST-102738,57,140,1
CUST-102739,67,177,0
CUST-102740,54,132,1
CUST-102741,66,51,0
CUST-102742,26,95,0
CUST-102743,19,139,1
CUST-102744,49,102,0
CUST-102745,69,68,1
CUST-102746,100,131,1
CUST-102747,103,165,0
CUST-102748,111,132,1
CUST-102749,24,1,1
CUST-102750,60,116,0
CUST-102751,83,129,1
CUST-102752,105,36,1
CUST-102753,6,89,1
CUST-102754,74,161,1
CUST-102755,51,116,1
CUST-102756,2,4,1
CUST-102757,25,117,0
CUST-102758,90,3,1
CUST-102759,14,85,1
CUST-102760,8,101,0
CUST-102761,73,53,1
CUST-102762,64,128,0
CUST-102763,60,145,0
CUST-102764,109,72,0
CUST-102765,84,104,1
CUST-102766,113,151,0
CUST-102767,94,172,0
CUST-102768,48,4,1
CUST-102769,63,29,1
CUST-102770,53,167,0
CUST-102771,75,13,0
CUST-102772,68,11,0
CUST-102773,120,153,0
CUST-102774,54,22,0
CUST-102775,10,35,0
CUST-102776,32,117,0
CUST-102777,27,172,0
CUST-102778,17,24,0
CUST-102779,110,91,0
CUST-102780,65,126,1
CUST-102781,85,170,1
CUST-102782,20,47,1
CUST-102783,88,49,1
CUST-102784,82,154,0
CUST-102785,43,159,1
CUST-102786,70,48,1
CUST-102787,37,31,1
CUST-102788,105,35,1
CUST-102789,14,78,1
CUST-102790,90,163,0
CUST-102791,82,4,0
CUST-102792,8,164,1
CUST-102793,76,88,0
CUST-102794,2,98,0
CUST-102795,103,66,0
CUST-102796,120,162,1
CUST-102797,84,152,1
CUST-102798,100,53,1
CUST-102799,35,97,1
CUST-102800,34,129,0
CUST-102801,109,106,1
CUST-102802,110,169,1
CUST-102803,113,166,1
CUST-102804,93,110,1
CUST-102805,46,8,0
CUST-102806,35,44,0
CUST-102807,40,69,1
CUST-102808,71,89,0
CUST-102809,84,47,0
CUST-102810,98,175,0
CUST-102811,92,25,0
CUST-102812,23,117,1
CUST-102813,88,13,1
CUST-102814,10,66,1
CUST-102815,85,77,1
CUST-102816,97,106,0
CUST-102817,49,24,0
CUST-102818,32,25,0
CUST-102819,83,113,1
CUST-102820,55,61,0
CUST-102821,4,84,0
CUST-102822,35,58,0
CUST-102823,18,94,0
CUST-102824,92,60,0
CUST-102825,23,155,0
CUST-102826,114,21,0
CUST-102827,10,9,0
CUST-102828,18,174,0
CUST-102829,20,130,0
CUST-102830,62,58,0
CUST-102831,86,117,1
CUST-102832,57,124,0
CUST-102833,7,65,1
CUST-102834,103,133,0
CUST-102835,7,43,1
CUST-102836,34,2,0
CUST-102837,91,37,0
CUST-102838,57,44,0
CUST-102839,69,79,0
CUST-102840,30,44,0
CUST-102841,15,163,1
CUST-102842,61,62,1
CUST-102843,61,47,0
CUST-102844,99,12,1
CUST-102845,111,7,1
CUST-102846,14,149,0
CUST-102847,18,157,1
CUST-102848,10,60,1
CUST-102849,13,34,1
CUST-102850,26,117,0
CUST-102851,27,175,1
CUST-102852,54,52,0
CUST-102853,22,160,0
CUST-102854,94,107,0
CUST-102855,68,144,1
CUST-102856,29,0,0
CUST-102857,88,20,1
CUST-102858,61,14,1
CUST-102859,95,175,0
CUST-102860,35,122,0
CUST-102861,98,102,0
CUST-102862,107,133,1
CUST-102863,40,41,0
CUST-102864,53,91,0
CUST-102865,102,175,1
CUST-102866,46,90,1
CUST-102867,62,143,0
CUST-102868,21,178,0
CUST-102869,101,174,0
CUST-102870,30,19,1
CUST-102871,77,14,0
CUST-102872,64,57,1
CUST-102873,108,71,0
CUST-102874,8,153,0
CUST-102875,114,45,0
CUST-102876,29,146,1
CUST-102877,40,99,0
CUST-102878,43,159,0
CUST-102879,74,137,1
CUST-102880,61,162,0
CUST-102881,27,159,1
CUST-102882,28,180,1
CUST-102883,108,69,0
CUST-102884,55,80,1
CUST-102885,37,141,1
CUST-102886,76,78,1
CUST-102887,43,106,1
CUST-102888,69,158,0
CUST-102889,107,83,0
CUST-102890,105,18,0
CUST-102891,75,44,0
CUST-102892,119,108,0
CUST-102893,32,23,0
CUST-102894,100,78,0
CUST-102895,95,48,1
CUST-102896,30,65,0
CUST-102897,32,9,1
CUST-102898,120,158,0
CUST-102899,106,5,1
CUST-102900,31,145,1
CUST-102901,107,120,1
CUST-102902,97,151,1
CUST-102903,85,96,1
CUST-102904,89,164,0
CUST-102905,97,55,1
CUST-102906,93,83,0
CUST-102907,87,24,1
CUST-102908,26,94,1
CUST-102909,100,104,1
CUST-102910,91,67,0
CUST-102911,42,114,0
CUST-102912,90,125,1
CUST-102913,96,63,1
CUST-102914,44,56,0
CUST-102915,76,85,0
CUST-102916,111,125,1
CUST-102917,18,13,0
CUST-102918,33,103,1
CUST-102919,28,94,1
CUST-102920,107,31,1
CUST-102921,113,34,1
CUST-102922,116,141,1
CUST-102923,30,73,1
CUST-102924,111,7,0
CUST-102925,111,38,0
CUST-102926,44,51,1
CUST-102927,7,8,0
CUST-102928,19,61,1
CUST-102929,46,62,1
CUST-102930,117,171,0
CUST-102931,31,78,1
CUST-102932,51,80,0
CUST-102933,57,70,1
CUST-102934,11,130,1
CUST-102935,85,166,1
CUST-102936,76,150,1
CUST-102937,29,0,0
CUST-102938,61,174,0
CUST-102939,8,55,0
CUST-102940,31,54,0
CUST-102941,105,32,0
CUST-102942,92,57,1
CUST-102943,110,127,1
CUST-102944,24,2,0
CUST-102945,10,89,0
CUST-102946,41,87,0
CUST-102947,42,92,0
CUST-102948,109,24,0
CUST-102949,68,16,1
CUST-102950,13,176,1
CUST-102951,40,39,1
CUST-102952,31,21,1
CUST-102953,24,15,1
CUST-102954,114,12,1
CUST-102955,107,110,0
CUST-102956,18,104,1
CUST-102957,102,26,0
CUST-102958,96,179,0
CUST-102959,105,128,0
CUST-102960,48,158,1
CUST-102961,90,22,0
CUST-102962,16,141,1
CUST-102963,116,68,1
CUST-102964,44,22,1
CUST-102965,119,37,1
CUST-102966,106,46,1
CUST-102967,88,155,1
CUST-102968,55,100,1
CUST-102969,28,131,1
CUST-102970,78,159,0
CUST-102971,118,35,0
CUST-102972,61,150,1
CUST-102973,26,84,0
CUST-102974,9,150,0
CUST-102975,30,150,1
CUST-102976,28,32,1
CUST-102977,98,105,1
CUST-102978,113,40,0
CUST-102979,26,10,1
CUST-102980,54,124,1
CUST-102981,28,122,1
CUST-102982,45,162,0
CUST-102983,118,128,1
CUST-102984,67,98,0
CUST-102985,54,65,1
CUST-102986,55,79,0
CUST-102987,1,12,0
CUST-102988,10,83,1
CUST-102989,69,55,1
CUST-102990,80,133,1
CUST-102991,26,50,1
CUST-102992,112,134,1
CUST-102993,2,88,0
CUST-102994,119,103,0
CUST-102995,109,76,0
CUST-102996,80,174,0
CUST-102997,45,82,0
CUST-102998,70,35,0
CUST-102999,47,101,1
CUST-103000,78,5,1
CUST-103001,58,123,1
CUST-103002,39,154,0
CUST-103003,86,62,1
CUST-103004,99,81,0
CUST-103005,26,163,1
CUST-103006,102,144,0
CUST-103007,38,28,1
CUST-103008,15,85,1
CUST-103009,104,168,1
CUST-103010,64,86,1
CUST-103011,68,84,1
CUST-103012,47,89,0
CUST-103013,64,25,1
CUST-103014,30,54,1
CUST-103015,75,113,0
CUST-103016,44,81,1
CUST-103017,59,6,0
CUST-103018,3,168,0
CUST-103019,82,69,0
CUST-103020,87,25,1
CUST-103021,101,149,1
CUST-103022,112,172,1
CUST-103023,68,137,0
CUST-103024,9,69,0
CUST-103025,29,110,1
CUST-103026,113,16,1
CUST-103027,58,172,0
CUST-103028,65,44,1
CUST-103029,8,36,1
CUST-103030,21,19,1
CUST-103031,101,164,0
CUST-103032,34,96,1
CUST-103033,9,28,0
CUST-103034,2,175,1
CUST-103035,27,113,1
CUST-103036,85,34,0
CUST-103037,34,15,0
CUST-103038,0,130,1
CUST-103039,84,170,1
CUST-103040,61,107,1
CUST-103041,69,134,1
CUST-103042,28,171,0
CUST-103043,75,156,0
CUST-103044,49,64,0
CUST-103045,14,180,1
CUST-103046,24,101,0
CUST-103047,42,63,0
CUST-103048,0,35,0
CUST-103049,35,131,0
CUST-103050,105,76,0
CUST-103051,102,83,0
CUST-103052,15,6,0
CUST-103053,11,146,1
CUST-103054,97,154,1
CUST-103055,52,128,1
CUST-103056,42,23,1
CUST-103057,49,143,1
CUST-103058,7,2,1
CUST-103059,107,59,0
CUST-103060,101,107,1
CUST-103061,114,136,0
CUST-103062,49,5,1
CUST-103063,74,92,1
CUST-103064,73,121,1
CUST-103065,19,131,1
CUST-103066,34,174,0
CUST-103067,109,89,1
CUST-103068,52,17,0
CUST-103069,56,112,1
CUST-103070,105,104,0
CUST-103071,100,21,0
CUST-103072,22,47,0
CUST-103073,120,61,0
CUST-103074,2,102,0
CUST-103075,83,33,0
CUST-103076,43,62,1
CUST-103077,71,86,1
CUST-103078,97,133,0
CUST-103079,41,63,1
CUST-103080,54,140,1
CUST-103081,16,43,0
CUST-103082,53,53,0
CUST-103083,89,19,1
CUST-103084,14,121,1
CUST-103085,69,142,0
CUST-103086,39,86,0
CUST-103087,62,92,1
CUST-103088,84,178,0
CUST-103089,2,25,1
CUST-103090,92,101,0
CUST-103091,73,95,1
CUST-103092,11,66,1
CUST-103093,94,169,1
CUST-103094,72,110,1
CUST-103095,16,11,0
CUST-103096,90,38,1
CUST-103097,64,41,0
CUST-103098,102,154,1
CUST-103099,109,28,1
CUST-103100,49,33,1
CUST-103101,101,120,1
CUST-103102,39,50,1
CUST-103103,46,121,0
CUST-103104,73,12,0
CUST-103105,110,107,0
CUST-103106,89,90,1
CUST-103107,99,177,0
CUST-103108,76,59,0
CUST-103109,59,61,0
CUST-103110,33,125,1
CUST-103111,117,156,0
CUST-103112,81,62,1
CUST-103113,110,152,0
CUST-103114,30,103,1
CUST-103115,81,14,1
CUST-103116,64,125,0
CUST-103117,31,31,1
CUST-103118,46,68,0
CUST-103119,40,54,0
CUST-103120,31,130,0
CUST-103121,80,173,0
CUST-103122,97,121,1
CUST-103123,29,88,0
CUST-103124,104,7,1
CUST-103125,75,68,0
CUST-103126,9,20,0
CUST-103127,4,124,0
CUST-103128,28,176,1
CUST-103129,63,80,1
CUST-103130,16,71,1
CUST-103131,9,171,1
CUST-103132,120,18,1
CUST-103133,85,166,1
CUST-103134,54,6,0
CUST-103135,53,24,0
CUST-103136,68,152,0
CUST-103137,14,104,1
CUST-103138,5,89,0
CUST-103139,22,134,0
CUST-103140,70,28,1
CUST-103141,59,132,0
CUST-103142,74,160,1
CUST-103143,114,20,1
CUST-103144,92,106,1
CUST-103145,55,11,1
CUST-103146,11,128,0
CUST-103147,67,88,1
CUST-103148,2,173,0
CUST-103149,20,106,0
CUST-103150,85,14,0
CUST-103151,4,129,0
CUST-103152,66,130,1
CUST-103153,101,72,0
CUST-103154,20,157,1
CUST-103155,72,164,1
CUST-103156,24,91,0
CUST-103157,41,161,1
CUST-103158,36,9,1
CUST-103159,66,144,0
CUST-103160,1,86,0
CUST-103161,27,148,0
CUST-103162,102,49,1
CUST-103163,109,72,1
CUST-103164,32,137,1
CUST-103165,5,57,0
CUST-103166,75,31,1
CUST-103167,3,67,1
CUST-103168,48,168,0
CUST-103169,28,67,0
CUST-103170,109,143,0
CUST-103171,14,113,0
CUST-103172,95,70,0
CUST-103173,8,5,0
CUST-103174,97,39,1
CUST-103175,109,115,1
CUST-103176,90,58,1
CUST-103177,106,98,0
CUST-103178,71,11,1
CUST-103179,77,103,1
CUST-103180,119,73,0
CUST-103181,112,143,1
CUST-103182,114,166,0
CUST-103183,56,124,0
CUST-103184,4,113,0
CUST-103185,78,6,0
CUST-103186,75,108,1
CUST-103187,93,104,1
CUST-103188,27,59,1
CUST-103189,44,54,1
CUST-103190,72,77,1
CUST-103191,103,143,1
CUST-103192,61,168,1
CUST-103193,25,31,1
CUST-103194,71,164,0
CUST-103195,15,99,0
CUST-103196,50,77,1
CUST-103197,41,92,1
CUST-103198,12,138,1
CUST-103199,83,14,1
CUST-103200,100,28,0
CUST-103201,71,66,1
CUST-103202,94,142,0
CUST-103203,113,143,1
CUST-103204,33,135,0
CUST-103205,8,155,0
CUST-103206,67,101,1
CUST-103207,52,67,0
CUST-103208,78,151,0
CUST-103209,73,170,0
CUST-103210,68,38,1
CUST-103211,77,159,1
CUST-103212,87,133,1
CUST-103213,111,29,0
CUST-103214,66,6,1
CUST-103215,86,168,0
CUST-103216,118,91,0
CUST-103217,21,29,1
CUST-103218,65,76,0
