customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,renewal_days,nps_score
CUST-102859,Bright Financial,Financial Services,Starter,34901,183,136,-34
CUST-102860,Nimbus Systems,Education,Professional,101306,311,66,25
CUST-102861,Summit Solutions,Healthcare,Enterprise,71880,280,229,49
CUST-102862,Pioneer Networks,Logistics,Professional,287681,449,314,53
CUST-102863,Bright Industries,Financial Services,Enterprise,247298,441,320,36
CUST-102864,Pioneer Systems,Healthcare,Professional,298410,69,210,61
CUST-102865,Bright Systems,Healthcare,Professional,52354,298,253,-13
CUST-102866,Summit Systems,Technology,Starter,61345,223,87,36
CUST-102867,Vertex Technologies,Healthcare,Professional,171954,433,312,12
CUST-102868,Bright Financial,Education,Enterprise,40076,60,201,27
CUST-102869,Summit Solutions,Technology,Starter,235356,73,253,4
CUST-102870,Nova Financial,Logistics,Starter,233035,73,62,62
CUST-102871,Atlas Networks,Financial Services,Enterprise,31205,329,24,-1
CUST-102872,Vertex Networks,Logistics,Professional,206810,258,265,59
CUST-102873,Nova Financial,Logistics,Enterprise,299393,370,64,-21
CUST-102874,Vertex Health,Financial Services,Professional,67491,324,225,63
CUST-102875,Atlas Systems,Logistics,Enterprise,145201,180,253,71
CUST-102876,Vertex Financial,Technology,Starter,75708,434,357,29
CUST-102877,BluePeak Systems,Manufacturing,Enterprise,143957,198,163,-11
CUST-102878,Apex Financial,Healthcare,Professional,221685,412,267,44
CUST-102879,Bright Technologies,Logistics,Enterprise,172355,348,186,72
CUST-102880,BluePeak Solutions,Education,Enterprise,104191,84,360,-27
CUST-102881,Nimbus Technologies,Technology,Enterprise,45749,183,35,72
CUST-102882,Nova Industries,Healthcare,Professional,83347,113,62,21
CUST-102883,Vertex Logistics,Manufacturing,Enterprise,101994,20,331,-19
CUST-102884,Bright Financial,Healthcare,Professional,140782,367,95,53
CUST-102885,Apex Systems,Education,Starter,174531,476,149,-6
CUST-102886,Apex Health,Logistics,Professional,140267,94,189,-40
CUST-102887,Evergreen Systems,Healthcare,Enterprise,281879,225,219,44
CUST-102888,Bright Logistics,Healthcare,Professional,271518,19,180,-16
CUST-102889,Summit Industries,Healthcare,Professional,175077,474,326,-23
CUST-102890,Bright Solutions,Education,Starter,214135,365,39,45
CUST-102891,Summit Networks,Technology,Professional,152072,344,93,55
CUST-102892,Vertex Financial,Technology,Professional,212070,339,222,34
CUST-102893,Vertex Networks,Manufacturing,Starter,293678,411,197,-29
CUST-102894,Atlas Financial,Education,Enterprise,20515,335,319,61
CUST-102895,Vertex Logistics,Healthcare,Professional,234633,158,345,-18
CUST-102896,Summit Financial,Financial Services,Enterprise,283262,224,276,37
CUST-102897,Evergreen Systems,Logistics,Enterprise,211884,256,224,75
CUST-102898,Evergreen Logistics,Manufacturing,Professional,142594,412,288,-18
CUST-102899,Evergreen Networks,Healthcare,Professional,153027,298,105,3
CUST-102900,Atlas Networks,Education,Professional,263450,98,324,70
CUST-102901,Bright Technologies,Financial Services,Professional,121853,428,166,36
CUST-102902,Apex Logistics,Technology,Starter,286220,183,104,-40
CUST-102903,Vertex Industries,Manufacturing,Professional,161318,155,313,42
CUST-102904,Pioneer Logistics,Technology,Starter,226215,235,359,-27
CUST-102905,Nova Solutions,Healthcare,Professional,242851,461,43,-30
CUST-102906,Pioneer Systems,Financial Services,Professional,263886,422,184,13
CUST-102907,Evergreen Systems,Education,Enterprise,276861,349,217,80
CUST-102908,BluePeak Logistics,Education,Enterprise,106739,266,105,-4
CUST-102909,Atlas Networks,Healthcare,Professional,181976,309,9,42
CUST-102910,Bright Financial,Technology,Professional,174983,453,24,-23
CUST-102911,Atlas Technologies,Healthcare,Professional,293573,422,301,-19
CUST-102912,Apex Health,Financial Services,Starter,138205,168,276,1
CUST-102913,Vertex Technologies,Financial Services,Enterprise,49405,396,323,12
CUST-102914,Summit Technologies,Education,Starter,214040,308,101,1
CUST-102915,Nimbus Solutions,Healthcare,Starter,242306,383,282,33
CUST-102916,Bright Financial,Healthcare,Professional,276091,427,189,-22
CUST-102917,Atlas Technologies,Technology,Starter,125369,194,199,1
CUST-102918,Nova Financial,Financial Services,Professional,159460,397,109,40
CUST-102919,Summit Financial,Healthcare,Enterprise,49716,397,346,-21
CUST-102920,Nova Systems,Technology,Enterprise,37069,362,230,72
CUST-102921,BluePeak Networks,Technology,Professional,236399,169,89,46
CUST-102922,Nova Industries,Education,Professional,33569,140,261,38
CUST-102923,Pioneer Logistics,Technology,Professional,154928,431,351,-4
CUST-102924,Bright Networks,Manufacturing,Professional,253012,85,130,72
CUST-102925,Nova Industries,Technology,Enterprise,261204,258,145,-37
CUST-102926,Pioneer Technologies,Technology,Professional,54214,458,158,36
CUST-102927,Nimbus Networks,Technology,Starter,121031,60,31,39
CUST-102928,BluePeak Solutions,Technology,Professional,220891,307,183,52
CUST-102929,BluePeak Networks,Manufacturing,Enterprise,186866,384,336,44
CUST-102930,Summit Health,Technology,Professional,28720,107,324,47
CUST-102931,Apex Logistics,Technology,Starter,53251,456,36,-33
CUST-102932,Nova Systems,Healthcare,Enterprise,275121,437,291,35
CUST-102933,Atlas Systems,Logistics,Professional,275393,59,111,55
CUST-102934,Nimbus Logistics,Logistics,Professional,258616,233,230,14
CUST-102935,Pioneer Solutions,Financial Services,Enterprise,253989,276,299,12
CUST-102936,Vertex Solutions,Logistics,Professional,81817,295,189,11
CUST-102937,Atlas Systems,Financial Services,Enterprise,98020,23,360,-11
CUST-102938,Vertex Industries,Technology,Professional,21095,309,162,-5
CUST-102939,Atlas Technologies,Manufacturing,Starter,47172,334,130,-33
CUST-102940,Nova Technologies,Healthcare,Professional,266045,287,158,17
CUST-102941,Pioneer Networks,Manufacturing,Professional,250659,144,154,70
CUST-102942,Evergreen Logistics,Financial Services,Starter,20748,111,345,-19
CUST-102943,Summit Networks,Healthcare,Enterprise,225011,345,212,-1
CUST-102944,Nimbus Financial,Healthcare,Starter,204135,169,40,24
CUST-102945,Atlas Networks,Manufacturing,Professional,231366,196,163,28
CUST-102946,Atlas Networks,Logistics,Starter,74352,333,251,30
CUST-102947,Bright Logistics,Logistics,Enterprise,51833,429,88,30
CUST-102948,Pioneer Networks,Education,Starter,124791,207,276,-14
CUST-102949,Atlas Systems,Education,Enterprise,33523,174,29,-15
CUST-102950,Nova Financial,Financial Services,Starter,102727,458,160,77
CUST-102951,Pioneer Financial,Healthcare,Enterprise,65270,309,89,-32
CUST-102952,Summit Logistics,Healthcare,Starter,167043,478,206,-29
CUST-102953,Evergreen Networks,Manufacturing,Starter,44910,466,165,-12
CUST-102954,Apex Industries,Technology,Enterprise,58111,166,344,51
CUST-102955,Bright Logistics,Logistics,Professional,179649,199,234,12
CUST-102956,BluePeak Networks,Financial Services,Starter,108344,398,306,35
CUST-102957,Vertex Solutions,Technology,Professional,55009,189,317,77
CUST-102958,Nimbus Technologies,Logistics,Professional,60907,229,9,-33
CUST-102959,BluePeak Health,Logistics,Starter,224073,96,275,-22
CUST-102960,Nimbus Industries,Financial Services,Enterprise,222820,92,88,43
CUST-102961,Apex Financial,Logistics,Professional,272345,89,294,62
CUST-102962,Evergreen Financial,Manufacturing,Enterprise,196389,20,253,-24
CUST-102963,Summit Health,Manufacturing,Starter,36445,40,331,44
CUST-102964,Pioneer Health,Financial Services,Starter,254787,330,63,-22
CUST-102965,Vertex Solutions,Financial Services,Enterprise,280288,186,329,-38
CUST-102966,Nova Solutions,Financial Services,Enterprise,27036,23,89,61
CUST-102967,Nova Networks,Financial Services,Professional,150144,21,231,62
CUST-102968,Bright Solutions,Financial Services,Starter,275547,36,300,24
CUST-102969,Apex Systems,Technology,Professional,197817,119,221,63
CUST-102970,Atlas Industries,Logistics,Professional,194239,286,218,49
CUST-102971,Summit Technologies,Logistics,Starter,230465,52,332,-24
CUST-102972,Nimbus Systems,Logistics,Starter,212377,467,5,78
CUST-102973,Pioneer Systems,Education,Enterprise,20086,355,110,25
CUST-102974,BluePeak Networks,Logistics,Starter,100336,404,292,-3
CUST-102975,Pioneer Solutions,Financial Services,Starter,173284,147,226,-24
CUST-102976,Nimbus Technologies,Technology,Starter,41515,466,289,2
CUST-102977,Apex Logistics,Education,Enterprise,223818,267,321,27
CUST-102978,Vertex Health,Financial Services,Enterprise,292387,209,340,-17
CUST-102979,Atlas Solutions,Healthcare,Enterprise,126469,382,79,-9
CUST-102980,Atlas Networks,Technology,Enterprise,168251,474,349,80
CUST-102981,Pioneer Solutions,Education,Professional,158036,342,166,62
CUST-102982,BluePeak Networks,Education,Professional,187491,390,76,-30
CUST-102983,Pioneer Networks,Financial Services,Enterprise,184885,56,308,40
CUST-102984,Atlas Industries,Financial Services,Starter,45748,155,362,41
CUST-102985,Pioneer Networks,Healthcare,Enterprise,73769,234,316,39
CUST-102986,BluePeak Technologies,Financial Services,Professional,49718,129,184,59
CUST-102987,Nova Industries,Education,Enterprise,235749,328,122,79
CUST-102988,Atlas Health,Healthcare,Starter,219619,194,99,67
CUST-102989,Vertex Health,Financial Services,Starter,78192,348,269,-5
CUST-102990,Bright Health,Technology,Professional,227068,410,284,-34
CUST-102991,Apex Systems,Logistics,Enterprise,29608,238,141,-39
CUST-102992,Apex Systems,Financial Services,Starter,241970,298,124,7
CUST-102993,Pioneer Systems,Financial Services,Professional,148951,219,140,13
CUST-102994,Vertex Technologies,Healthcare,Enterprise,241333,314,249,69
CUST-102995,Vertex Solutions,Logistics,Professional,120113,268,203,78
CUST-102996,Bright Health,Logistics,Enterprise,194989,69,210,16
CUST-102997,Atlas Networks,Logistics,Starter,101502,426,44,72
CUST-102998,Summit Solutions,Logistics,Professional,250020,300,175,71
CUST-102999,Vertex Technologies,Manufacturing,Professional,148221,483,112,80
CUST-103000,Atlas Logistics,Financial Services,Enterprise,219316,343,2,17
CUST-103001,Evergreen Systems,Logistics,Enterprise,64457,440,311,24
CUST-103002,Nimbus Health,Education,Enterprise,157404,204,154,-28
CUST-103003,Summit Systems,Technology,Professional,295900,188,92,26
CUST-103004,Bright Industries,Financial Services,Professional,245277,354,223,4
CUST-103005,Apex Networks,Financial Services,Professional,150057,261,333,61
CUST-103006,Nova Industries,Logistics,Professional,65397,128,173,70
CUST-103007,Apex Logistics,Education,Starter,267263,87,208,48
CUST-103008,Evergreen Industries,Technology,Starter,38714,122,340,-34
CUST-103009,Pioneer Financial,Financial Services,Enterprise,149798,251,124,44
CUST-103010,Atlas Industries,Manufacturing,Starter,196757,370,188,19
CUST-103011,Nimbus Financial,Financial Services,Professional,267746,145,159,-28
CUST-103012,Summit Networks,Manufacturing,Starter,87794,254,275,6
CUST-103013,Bright Networks,Technology,Enterprise,170026,442,250,6
CUST-103014,Apex Health,Education,Professional,73634,221,100,12
CUST-103015,Apex Logistics,Healthcare,Professional,65352,242,129,11
CUST-103016,Pioneer Industries,Logistics,Enterprise,140742,145,149,-25
CUST-103017,Atlas Financial,Technology,Professional,207487,36,207,-36
CUST-103018,Nova Systems,Healthcare,Starter,253233,326,179,38
CUST-103019,Nimbus Industries,Logistics,Starter,212916,403,236,33
CUST-103020,Atlas Technologies,Logistics,Enterprise,105374,265,271,0
CUST-103021,Vertex Systems,Logistics,Professional,135915,477,341,30
CUST-103022,Nova Financial,Financial Services,Starter,236624,242,250,-10
CUST-103023,Atlas Technologies,Healthcare,Professional,42300,375,233,-24
CUST-103024,Nimbus Financial,Manufacturing,Professional,67821,153,100,38
CUST-103025,Bright Industries,Financial Services,Starter,270211,39,326,-1
CUST-103026,Summit Networks,Technology,Enterprise,229079,450,227,58
CUST-103027,Apex Financial,Logistics,Enterprise,17769,281,341,-34
CUST-103028,Evergreen Technologies,Financial Services,Enterprise,92408,426,200,65
CUST-103029,Nova Financial,Logistics,Professional,150630,107,363,59
CUST-103030,Bright Systems,Healthcare,Starter,79330,234,101,61
CUST-103031,Vertex Networks,Manufacturing,Professional,55310,335,56,34
CUST-103032,Evergreen Logistics,Technology,Professional,248718,446,136,40
CUST-103033,Summit Health,Financial Services,Enterprise,178212,373,144,-4
CUST-103034,Atlas Networks,Healthcare,Starter,212302,423,231,-16
CUST-103035,Apex Financial,Education,Enterprise,295049,88,52,48
CUST-103036,BluePeak Systems,Education,Professional,272390,277,42,-7
CUST-103037,Nimbus Logistics,Logistics,Enterprise,139837,29,102,-9
CUST-103038,Vertex Industries,Manufacturing,Enterprise,120558,71,200,-39
CUST-103039,Nova Logistics,Technology,Professional,36227,464,294,-39
CUST-103040,Nimbus Financial,Technology,Professional,87697,237,310,7
CUST-103041,Nimbus Technologies,Manufacturing,Starter,273613,367,76,-35
CUST-103042,Apex Logistics,Healthcare,Enterprise,216436,302,295,-12
CUST-103043,BluePeak Networks,Technology,Professional,237129,213,240,-2
CUST-103044,Apex Networks,Logistics,Enterprise,132948,220,312,47
CUST-103045,Pioneer Solutions,Manufacturing,Professional,80518,304,173,64
CUST-103046,Apex Systems,Education,Starter,207959,364,287,33
CUST-103047,Nova Industries,Healthcare,Professional,157370,311,90,-25
CUST-103048,Summit Technologies,Logistics,Starter,190744,321,88,11
CUST-103049,Nova Solutions,Education,Enterprise,279409,72,234,6
CUST-103050,Bright Financial,Manufacturing,Professional,297860,87,119,56
CUST-103051,Bright Systems,Healthcare,Professional,201838,364,230,-10
CUST-103052,BluePeak Networks,Financial Services,Professional,126122,260,354,50
CUST-103053,Nimbus Logistics,Healthcare,Starter,90927,391,279,-9
CUST-103054,Atlas Industries,Education,Enterprise,18257,203,113,3
CUST-103055,Pioneer Industries,Healthcare,Professional,26064,66,99,-36
CUST-103056,Apex Logistics,Healthcare,Starter,144985,479,358,8
CUST-103057,Atlas Financial,Logistics,Enterprise,180170,144,107,-10
CUST-103058,Atlas Industries,Technology,Professional,255682,74,342,15
CUST-103059,Summit Logistics,Financial Services,Enterprise,250575,158,347,41
CUST-103060,Pioneer Financial,Healthcare,Starter,130383,342,91,-7
CUST-103061,Pioneer Logistics,Financial Services,Starter,12168,185,155,29
CUST-103062,BluePeak Industries,Logistics,Starter,73377,315,278,-29
CUST-103063,BluePeak Health,Technology,Starter,250558,447,305,59
CUST-103064,Pioneer Technologies,Healthcare,Starter,68362,426,27,21
CUST-103065,Pioneer Networks,Financial Services,Enterprise,196074,172,215,3
CUST-103066,Vertex Technologies,Logistics,Enterprise,122146,92,152,24
CUST-103067,Summit Solutions,Education,Enterprise,147172,403,351,8
CUST-103068,Nova Technologies,Logistics,Enterprise,107418,20,333,51
CUST-103069,Vertex Technologies,Education,Professional,29705,280,320,58
CUST-103070,Bright Networks,Technology,Starter,119542,239,292,32
CUST-103071,Summit Industries,Technology,Enterprise,108331,207,228,-32
CUST-103072,Pioneer Financial,Financial Services,Starter,80166,499,284,36
CUST-103073,Atlas Health,Financial Services,Starter,97964,223,119,-16
CUST-103074,Vertex Financial,Education,Enterprise,132473,418,130,-5
CUST-103075,Nova Logistics,Logistics,Starter,13209,442,205,38
CUST-103076,Pioneer Technologies,Financial Services,Starter,172180,189,47,-23
CUST-103077,Apex Solutions,Technology,Professional,145068,381,272,73
CUST-103078,Pioneer Networks,Manufacturing,Starter,73052,287,297,40
CUST-103079,Vertex Networks,Financial Services,Professional,87063,146,272,62
CUST-103080,BluePeak Health,Financial Services,Professional,27657,225,246,31
CUST-103081,Nova Solutions,Logistics,Starter,34042,293,118,52
CUST-103082,Nimbus Industries,Healthcare,Starter,182932,142,287,11
CUST-103083,Pioneer Industries,Manufacturing,Enterprise,272604,291,104,65
CUST-103084,Vertex Logistics,Education,Professional,226272,425,89,33
CUST-103085,BluePeak Systems,Technology,Starter,134921,173,100,57
CUST-103086,Apex Solutions,Financial Services,Starter,33667,256,92,27
CUST-103087,Apex Health,Logistics,Starter,13901,91,43,52
CUST-103088,BluePeak Systems,Technology,Professional,289782,202,256,39
CUST-103089,BluePeak Technologies,Technology,Starter,256563,43,164,43
CUST-103090,Nova Industries,Financial Services,Professional,101553,102,27,-11
CUST-103091,Atlas Networks,Financial Services,Enterprise,296611,261,97,-15
CUST-103092,Summit Financial,Technology,Enterprise,17487,87,219,-34
CUST-103093,Bright Health,Manufacturing,Starter,222415,243,249,-31
CUST-103094,Nimbus Industries,Healthcare,Starter,203355,271,23,52
CUST-103095,Pioneer Health,Healthcare,Enterprise,79699,326,180,-31
CUST-103096,Atlas Health,Education,Enterprise,196985,449,65,-10
CUST-103097,Apex Logistics,Education,Enterprise,115653,445,245,34
CUST-103098,Atlas Networks,Financial Services,Starter,52540,190,220,67
CUST-103099,BluePeak Health,Healthcare,Professional,187241,57,236,-2
CUST-103100,Vertex Logistics,Education,Professional,136897,483,299,12
CUST-103101,Nimbus Financial,Logistics,Starter,105227,322,154,43
CUST-103102,Nova Industries,Technology,Starter,147204,135,153,-16
CUST-103103,BluePeak Industries,Education,Professional,98397,455,310,70
CUST-103104,Nova Logistics,Manufacturing,Enterprise,34549,187,81,38
CUST-103105,Atlas Solutions,Logistics,Professional,77725,153,151,20
CUST-103106,Apex Solutions,Education,Professional,16972,335,308,-32
CUST-103107,Pioneer Technologies,Manufacturing,Professional,99971,131,208,8
CUST-103108,Evergreen Logistics,Education,Starter,29329,79,114,12
CUST-103109,Nimbus Logistics,Logistics,Starter,64562,319,348,2
CUST-103110,Nimbus Industries,Manufacturing,Starter,219619,498,160,76
CUST-103111,Bright Solutions,Healthcare,Enterprise,46485,230,268,-6
CUST-103112,Evergreen Logistics,Technology,Professional,97765,126,81,33
CUST-103113,Nova Technologies,Logistics,Professional,261910,330,43,5
CUST-103114,Vertex Health,Technology,Starter,169912,419,239,53
CUST-103115,Apex Financial,Manufacturing,Enterprise,20335,20,295,-36
CUST-103116,Pioneer Technologies,Healthcare,Enterprise,175454,168,155,-22
CUST-103117,Evergreen Networks,Financial Services,Enterprise,39523,446,146,-18
CUST-103118,Pioneer Health,Logistics,Enterprise,44068,332,222,16
CUST-103119,Summit Logistics,Manufacturing,Enterprise,221843,333,301,-38
CUST-103120,Evergreen Health,Education,Professional,128618,420,172,18
CUST-103121,Summit Financial,Healthcare,Professional,133867,471,142,3
CUST-103122,Vertex Financial,Technology,Professional,65199,40,92,-21
CUST-103123,Bright Networks,Manufacturing,Enterprise,252457,26,81,-33
CUST-103124,Nimbus Technologies,Healthcare,Starter,142305,180,68,1
CUST-103125,Nimbus Networks,Financial Services,Professional,292138,377,256,-34
CUST-103126,Vertex Health,Logistics,Enterprise,168842,154,175,10
CUST-103127,Evergreen Systems,Manufacturing,Professional,133933,205,262,62
CUST-103128,Nimbus Financial,Logistics,Professional,23178,315,179,51
CUST-103129,BluePeak Systems,Education,Enterprise,258649,327,57,2
CUST-103130,Nimbus Technologies,Technology,Starter,103057,269,264,40
CUST-103131,Apex Technologies,Healthcare,Enterprise,227229,140,69,68
CUST-103132,Nova Financial,Financial Services,Starter,16853,471,1,18
CUST-103133,BluePeak Health,Healthcare,Professional,214067,36,257,63
CUST-103134,Pioneer Industries,Healthcare,Professional,111534,319,352,-13
CUST-103135,Bright Solutions,Healthcare,Starter,53233,396,146,57
CUST-103136,Summit Health,Technology,Enterprise,286960,390,257,31
CUST-103137,BluePeak Technologies,Logistics,Starter,214308,34,125,31
CUST-103138,Atlas Networks,Healthcare,Enterprise,197189,377,216,79
CUST-103139,Bright Technologies,Financial Services,Professional,293177,353,83,8
CUST-103140,Pioneer Health,Logistics,Professional,94099,21,1,52
CUST-103141,Vertex Financial,Technology,Starter,196394,244,216,-4
CUST-103142,Apex Financial,Healthcare,Professional,244492,387,267,57
CUST-103143,BluePeak Networks,Financial Services,Enterprise,299637,67,105,12
CUST-103144,Pioneer Logistics,Education,Starter,239950,213,195,27
CUST-103145,Nimbus Networks,Technology,Starter,56040,205,218,-2
CUST-103146,Bright Networks,Technology,Starter,171210,357,128,78
CUST-103147,Pioneer Financial,Education,Starter,20523,484,17,-23
CUST-103148,Summit Financial,Technology,Enterprise,261989,184,247,61
CUST-103149,Nova Industries,Logistics,Enterprise,264198,65,56,35
CUST-103150,BluePeak Industries,Logistics,Starter,18614,205,53,-22
CUST-103151,BluePeak Networks,Financial Services,Starter,42305,206,176,-3
CUST-103152,Bright Financial,Education,Professional,222481,355,324,18
CUST-103153,BluePeak Technologies,Healthcare,Professional,124488,84,7,-15
CUST-103154,Summit Solutions,Healthcare,Starter,53664,284,150,-12
CUST-103155,Summit Solutions,Technology,Enterprise,157741,331,55,16
CUST-103156,BluePeak Technologies,Technology,Starter,280427,175,318,23
CUST-103157,Bright Technologies,Manufacturing,Starter,188592,282,80,17
CUST-103158,Apex Health,Manufacturing,Starter,31584,43,67,-12
CUST-103159,Pioneer Industries,Healthcare,Starter,200442,210,41,44
CUST-103160,BluePeak Systems,Education,Enterprise,99032,437,260,72
CUST-103161,Nova Technologies,Healthcare,Enterprise,296303,226,59,68
CUST-103162,Atlas Logistics,Financial Services,Professional,29639,264,299,31
CUST-103163,Evergreen Health,Technology,Professional,181323,57,283,63
CUST-103164,Vertex Solutions,Manufacturing,Starter,148064,170,356,31
CUST-103165,Nimbus Financial,Technology,Starter,254233,112,40,-2
CUST-103166,Nimbus Solutions,Logistics,Starter,211365,443,348,8
CUST-103167,Nimbus Financial,Logistics,Enterprise,226310,418,4,9
CUST-103168,Nimbus Systems,Healthcare,Enterprise,77638,491,162,68
CUST-103169,BluePeak Industries,Technology,Enterprise,122844,469,149,-32
CUST-103170,Nimbus Financial,Healthcare,Enterprise,66339,158,57,80
CUST-103171,Apex Networks,Healthcare,Enterprise,133349,174,81,0
CUST-103172,BluePeak Industries,Healthcare,Enterprise,201351,173,213,-40
CUST-103173,Nova Industries,Healthcare,Professional,275889,428,235,27
CUST-103174,BluePeak Networks,Technology,Professional,176994,68,243,-24
CUST-103175,Pioneer Logistics,Healthcare,Professional,152367,182,14,-12
CUST-103176,Bright Industries,Healthcare,Enterprise,132413,147,127,37
CUST-103177,Bright Logistics,Healthcare,Starter,224085,397,154,-31
CUST-103178,Vertex Technologies,Technology,Professional,134548,129,34,49
CUST-103179,Nova Financial,Healthcare,Enterprise,30982,265,42,-37
CUST-103180,Nova Systems,Manufacturing,Professional,130415,166,203,-36
CUST-103181,BluePeak Industries,Financial Services,Enterprise,221718,46,238,36
CUST-103182,Bright Logistics,Education,Professional,282933,411,36,19
CUST-103183,Nimbus Solutions,Healthcare,Professional,257647,222,3,56
CUST-103184,Pioneer Networks,Education,Professional,115426,349,104,64
CUST-103185,Nimbus Industries,Healthcare,Enterprise,233838,71,27,-36
CUST-103186,Nimbus Logistics,Financial Services,Professional,57157,487,183,2
CUST-103187,Summit Financial,Manufacturing,Enterprise,284096,158,156,44
CUST-103188,Vertex Financial,Education,Starter,263681,206,349,-37
CUST-103189,Apex Solutions,Financial Services,Enterprise,106430,139,197,40
CUST-103190,Nimbus Industries,Logistics,Professional,135395,382,54,18
CUST-103191,Vertex Logistics,Education,Professional,91815,370,101,61
CUST-103192,Atlas Technologies,Financial Services,Enterprise,139717,448,319,-21
CUST-103193,Pioneer Systems,Financial Services,Enterprise,53020,298,124,-5
CUST-103194,Bright Technologies,Technology,Starter,237664,484,4,6
CUST-103195,Summit Networks,Technology,Enterprise,77690,259,61,72
CUST-103196,Apex Technologies,Logistics,Enterprise,110554,188,190,56
CUST-103197,Bright Industries,Healthcare,Starter,167173,121,340,40
CUST-103198,Summit Financial,Financial Services,Enterprise,81373,17,244,49
CUST-103199,Bright Health,Financial Services,Professional,78135,218,310,66
CUST-103200,Bright Health,Technology,Starter,15716,27,25,45
CUST-103201,Evergreen Technologies,Healthcare,Professional,48916,57,300,18
CUST-103202,Bright Systems,Manufacturing,Starter,133104,409,1,-34
CUST-103203,Summit Logistics,Logistics,Professional,38861,350,349,47
CUST-103204,Vertex Financial,Logistics,Starter,50575,259,32,-7
CUST-103205,Pioneer Financial,Logistics,Professional,202212,267,163,52
CUST-103206,Nimbus Health,Manufacturing,Starter,227304,79,110,56
CUST-103207,Pioneer Technologies,Healthcare,Enterprise,129096,77,15,-21
CUST-103208,Nova Financial,Technology,Enterprise,111234,368,163,76
CUST-103209,Pioneer Technologies,Financial Services,Starter,139830,226,76,-12
CUST-103210,Bright Financial,Logistics,Starter,191982,380,72,60
CUST-103211,Pioneer Systems,Manufacturing,Professional,138038,427,237,34
CUST-103212,Vertex Health,Financial Services,Starter,229303,447,132,-7
CUST-103213,Summit Technologies,Logistics,Enterprise,296231,404,223,24
CUST-103214,Summit Financial,Healthcare,Professional,147006,173,13,37
CUST-103215,Pioneer Industries,Healthcare,Professional,178337,302,360,4
CUST-103216,Nova Health,Technology,Enterprise,263086,409,313,-34
CUST-103217,Vertex Solutions,Logistics,Enterprise,151694,367,200,-10
CUST-103218,Nova Technologies,Logistics,Starter,125437,106,75,-16
CUST-103219,Apex Health,Education,Professional,192722,289,337,39
CUST-103220,Summit Industries,Education,Starter,200220,409,251,69
CUST-103221,Vertex Logistics,Logistics,Professional,153260,303,350,-30
CUST-103222,Pioneer Solutions,Manufacturing,Enterprise,288669,215,218,-22
CUST-103223,Nova Systems,Healthcare,Starter,203243,456,285,-3
CUST-103224,Apex Solutions,Education,Starter,201526,121,204,-9
CUST-103225,Vertex Logistics,Logistics,Enterprise,85041,310,262,19
CUST-103226,Pioneer Financial,Healthcare,Starter,243408,35,118,51
CUST-103227,Vertex Solutions,Technology,Starter,15451,91,33,38
CUST-103228,Atlas Industries,Financial Services,Enterprise,48361,85,224,47
CUST-103229,Summit Technologies,Financial Services,Starter,94318,405,320,53
CUST-103230,Apex Solutions,Financial Services,Starter,28966,61,263,-26
CUST-103231,Vertex Health,Technology,Starter,121047,378,354,-34
CUST-103232,Vertex Health,Manufacturing,Professional,32073,246,79,55
CUST-103233,Summit Logistics,Logistics,Starter,155999,376,102,18
CUST-103234,Bright Health,Education,Starter,70645,237,213,50
CUST-103235,Nova Technologies,Education,Professional,172195,445,5,-9
CUST-103236,BluePeak Logistics,Healthcare,Starter,216228,206,51,15
CUST-103237,Apex Logistics,Financial Services,Enterprise,185690,17,283,-37
CUST-103238,Nova Logistics,Manufacturing,Enterprise,228464,265,355,-19
CUST-103239,Nimbus Systems,Financial Services,Starter,178645,166,10,43
CUST-103240,Summit Systems,Financial Services,Starter,185757,65,191,-20
CUST-103241,Atlas Solutions,Financial Services,Enterprise,299439,83,99,18
CUST-103242,Evergreen Logistics,Logistics,Starter,172464,135,255,11
CUST-103243,Evergreen Solutions,Healthcare,Starter,72718,320,169,59
CUST-103244,Nova Health,Technology,Professional,296844,274,283,28
CUST-103245,Pioneer Logistics,Education,Enterprise,21794,57,122,-38
CUST-103246,Bright Industries,Healthcare,Enterprise,238369,376,35,62
CUST-103247,Bright Financial,Financial Services,Enterprise,184216,106,355,58
CUST-103248,Evergreen Networks,Education,Professional,244235,38,165,16
CUST-103249,Summit Industries,Education,Enterprise,129178,69,10,50
CUST-103250,Vertex Industries,Financial Services,Professional,66567,225,45,9
CUST-103251,Bright Industries,Healthcare,Starter,194782,286,338,78
CUST-103252,Summit Financial,Technology,Enterprise,285514,412,305,59
CUST-103253,Pioneer Technologies,Logistics,Enterprise,48882,154,67,45
CUST-103254,Pioneer Logistics,Technology,Starter,73253,18,127,53
CUST-103255,Bright Health,Technology,Starter,184155,310,357,10
CUST-103256,Pioneer Networks,Manufacturing,Enterprise,203624,281,330,80
CUST-103257,Nimbus Logistics,Manufacturing,Enterprise,257058,277,203,49
CUST-103258,Apex Industries,Manufacturing,Professional,161195,345,316,34
CUST-103259,BluePeak Networks,Technology,Enterprise,144461,415,159,-5
CUST-103260,Bright Health,Logistics,Professional,83008,221,198,41
CUST-103261,Summit Logistics,Technology,Professional,69213,349,353,10
CUST-103262,Bright Financial,Education,Enterprise,184695,189,321,41
CUST-103263,Bright Technologies,Financial Services,Enterprise,176744,251,231,24
CUST-103264,Nova Systems,Technology,Professional,287905,183,159,65
